RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
City,Bay Harbor Islands,Florida,"Miami, FL",779,781,778,2338,714,771,767,2252,154674258,231240033,1026647532,1412561823,295226,0.9165596919127086,0.9871959026888605,0.9858611825192802,0.9632164242942686,0.31705150976909413,0.34236234458259324,0.34058614564831263
City,Bayou La Batre,Alabama,"Mobile, AL",285,285,287,857,104,110,105,319,4135604,5962460,11880877,21978941,54237,0.3649122807017544,0.38596491228070173,0.36585365853658536,0.37222870478413067,0.32601880877742945,0.3448275862068966,0.329153605015674
City,Beaufort,North Carolina,"Morehead City, NC",1964,1964,1966,5894,1152,1031,1211,3394,126445078,201423584,585592814,913461476,194234,0.5865580448065173,0.524949083503055,0.615971515768057,0.5758398371224974,0.33942251031231585,0.30377136122569237,0.3568061284619917
City,Belleair Beach,Florida,"Tampa, FL",406,406,406,1218,284,258,328,870,107732019,141947466,398238543,647918028,555511,0.6995073891625616,0.6354679802955665,0.8078817733990148,0.7142857142857143,0.3264367816091954,0.296551724137931,0.37701149425287356
City,Biddeford,Maine,"Portland, ME",1888,1888,1889,5665,0,7,251,258,0,1599805,206850024,208449829,676542,0,0.003707627118644068,0.1328745367919534,0.04554280670785525,0,0.027131782945736434,0.9728682170542635
City,Blaine,Washington,"Bellingham, WA",3724,3724,3725,11173,1133,404,445,1982,132677240,97898708,215629365,446205313,169580,0.30424274973147153,0.10848549946294307,0.11946308724832215,0.17739192696679495,0.5716448032290615,0.20383451059535823,0.22452068617558021
City,Boca Raton,Florida,"Miami, FL",32075,32075,32077,96227,1111,999,1963,4073,213985628,304027314,2799657142,3317670084,384363,0.03463756819953235,0.031145752143413873,0.06119649593166443,0.04232699762021054,0.2727719125951387,0.2452737539896882,0.4819543334151731
City,Boutte,Louisiana,"New Orleans, LA",119,119,120,358,107,114,117,338,15910367,22152578,34596029,72658974,194630.5,0.8991596638655462,0.957983193277311,0.975,0.9441340782122905,0.3165680473372781,0.33727810650887574,0.34615384615384615
City,Camden,New Jersey,"Philadelphia, PA",7064,7064,7064,21192,909,677,501,2087,57504532,50449236,56605854,164559622,70500,0.12868063420158551,0.09583805209513024,0.07092298980747452,0.09848055870139676,0.4355534259702923,0.3243890752275994,0.24005749880210828
City,Cape May,New Jersey,"Upper Township, NJ",1088,1088,1088,3264,321,579,788,1688,118257252,337407071,900391939,1356056262,694557,0.29503676470588236,0.5321691176470589,0.7242647058823529,0.5171568627450981,0.1901658767772512,0.34300947867298576,0.466824644549763
City,Caswell Beach,North Carolina,"Conway, SC",197,189,194,580,0,70,90,160,0,25827030,55695919,81522949,464070.5,0,0.37037037037037035,0.4639175257731959,0.27586206896551724,0,0.4375,0.5625
City,Cedar Island,North Carolina,"Morehead City, NC",73,73,73,219,43,46,47,136,3556469,6324722,12753915,22635106,134812,0.589041095890411,0.6301369863013698,0.6438356164383562,0.6210045662100456,0.3161764705882353,0.3382352941176471,0.34558823529411764
City,Center Moriches,New York,"New York, NY",836,836,836,2508,89,89,159,337,28561601,31995939,118275040,178832580,369418,0.10645933014354067,0.10645933014354067,0.1901913875598086,0.1343700159489633,0.26409495548961426,0.26409495548961426,0.47181008902077154
City,Cocoa,Florida,"Palm Bay, FL",8120,8120,8121,24361,2,3,151,156,180445,371173,84146693,84698311,493619,2.463054187192118e-4,3.6945812807881776e-4,0.01859376924024135,0.006403678009933911,0.01282051282051282,0.019230769230769232,0.967948717948718
City,Crawfordville,Florida,"Tallahassee, FL",3174,3174,3176,9524,84,192,432,708,6770028,24346602,122058217,153174847,191964.5,0.026465028355387523,0.06049149338374291,0.13602015113350127,0.0743385132297354,0.11864406779661017,0.2711864406779661,0.6101694915254238
City,Creswell,North Carolina,NA,192,192,192,576,109,106,108,323,6682829,9522357,20042432,36247618,84781,0.5677083333333334,0.5520833333333334,0.5625,0.5607638888888888,0.33746130030959753,0.3281733746130031,0.33436532507739936
City,Darien,Connecticut,"Bridgeport, CT",2137,2137,2139,6413,9,41,194,244,8365323,66970170,813743450,889078943,2823623.5,0.004211511464670099,0.01918577445016378,0.09069658719027583,0.03804771557773273,0.036885245901639344,0.1680327868852459,0.7950819672131147
City,Davie,Florida,"Miami, FL",9559,9559,9560,28678,7205,4137,3375,14717,966672321,1180378461,2161173926,4308224708,209254,0.7537399309551208,0.43278585626111515,0.3530334728033473,0.513180835483646,0.4895698851668139,0.28110348576476185,0.22932662906842427
City,Deland,Florida,"Palm Coast, FL",7183,7183,7184,21550,32,44,97,173,3311374,7190362,34291822,44793558,226172,0.004454963107336767,0.006125574272588055,0.013502227171492204,0.00802784222737819,0.18497109826589594,0.2543352601156069,0.5606936416184971
City,Delran,New Jersey,"Philadelphia, PA",1731,1731,1731,5193,113,7,11,131,17175838,1534599,3207397,21917834,152595,0.06528018486424032,0.004043905257076834,0.006354708261120739,0.0252262661274793,0.8625954198473282,0.05343511450381679,0.08396946564885496
City,Destin,Florida,"Crestview, FL",5067,5067,5068,15202,559,332,451,1342,104464141,112644504,419882467,636991112,313365.5,0.11032168936254194,0.06552200513124136,0.08898973954222573,0.08827785817655572,0.4165424739195231,0.2473919523099851,0.3360655737704918
City,Dundalk,Maryland,"Baltimore, MD",7281,7281,7283,21845,155,118,758,1031,13661756,17154311,178899947,209716014,183911,0.021288284576294465,0.016206565032275785,0.10407798983935192,0.04719615472648203,0.15033947623666344,0.11445198836081474,0.7352085354025218
City,East Rockaway,New York,"New York, NY",1025,1025,1026,3076,625,293,430,1348,227292607,149127248,315510759,691930614,476283,0.6097560975609756,0.28585365853658534,0.4191033138401559,0.43823146944083224,0.46364985163204747,0.21735905044510387,0.3189910979228487
City,Edgewater,Maryland,"Baltimore, MD",2994,2994,2995,8983,200,289,260,749,57927503,110677319,193555494,362160316,388788,0.06680026720106881,0.09652638610554443,0.08681135225375626,0.08337971724368251,0.26702269692923897,0.38584779706275035,0.3471295060080107
City,Englewood,New Jersey,"New York, NY",2256,2256,2258,6770,263,204,21,488,73095459,79068955,12286228,164450642,317392.5,0.11657801418439716,0.09042553191489362,0.009300265721877768,0.07208271787296898,0.5389344262295082,0.4180327868852459,0.0430327868852459
City,Essex,Maryland,"Baltimore, MD",4363,4363,4363,13089,44,132,241,417,6295628,25222011,91667536,123185175,246947,0.010084804033921613,0.03025441210176484,0.055237222094888835,0.031858812743525096,0.10551558752997602,0.31654676258992803,0.5779376498800959
City,Fleming Island,Florida,"Jacksonville, FL",3335,3335,3335,10005,100,287,554,941,18826356,72870004,345165348,436861708,362086,0.029985007496251874,0.08605697151424288,0.1661169415292354,0.09405297351324338,0.10626992561105207,0.30499468650371947,0.5887353878852285
City,Franklin,Louisiana,"Morgan City, LA",1093,1093,1093,3279,415,487,341,1243,25665495,42795083,60403478,128864056,80313,0.3796889295516926,0.4455626715462031,0.3119853613906679,0.37907898749618785,0.333869670152856,0.3917940466613033,0.2743362831858407
City,Friday Harbor,Washington,NA,1502,1502,1502,4506,13,138,42,193,4911541,71095985,45475285,121482811,529399,0.008655126498002663,0.09187749667110519,0.02796271637816245,0.042831779849090104,0.06735751295336788,0.7150259067357513,0.21761658031088082
City,Fruit Cove,Florida,"Jacksonville, FL",3386,3386,3388,10160,9,19,161,189,1925299,5877129,117464869,125267297,612280,0.0026580035440047253,0.005611340815121087,0.047520661157024795,0.01860236220472441,0.047619047619047616,0.10052910052910052,0.8518518518518519
City,Gheens,Louisiana,"Houma, LA",118,118,118,354,118,118,118,354,9240608,13058031,27205109,49503748,112106.5,1,1,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333
City,Gueydan,Louisiana,"Lafayette, LA",314,314,315,943,188,192,222,602,14723954,17138493,29913246,61775693,89815,0.5987261146496815,0.6114649681528662,0.7047619047619048,0.6383881230116649,0.3122923588039867,0.31893687707641194,0.3687707641196013
City,Hackberry,Louisiana,"Lake Charles, LA",104,104,104,312,92,86,77,255,8749777,11159995,16016297,35926069,125561,0.8846153846153846,0.8269230769230769,0.7403846153846154,0.8173076923076923,0.3607843137254902,0.33725490196078434,0.30196078431372547
City,Harvey Cedars,New Jersey,"New York, NY",405,405,407,1217,391,338,216,945,275144589,363078774,392954032,1031177395,953288,0.9654320987654321,0.8345679012345679,0.5307125307125307,0.7764995891536566,0.41375661375661377,0.3576719576719577,0.22857142857142856
City,Hillsboro Beach,Florida,"Miami, FL",746,748,744,2238,82,100,25,207,25077804,38435714,22742012,86255530,340948,0.10991957104557641,0.13368983957219252,0.033602150537634407,0.09249329758713137,0.3961352657004831,0.4830917874396135,0.12077294685990338
City,Hilton Head Island,South Carolina,"Bluffton, SC",9744,9744,9746,29234,5448,4087,5326,14861,1058841581,1684769262,6053149928,8796760771,399932,0.5591133004926109,0.4194376026272578,0.5464806074286886,0.5083464459191352,0.3665971334365117,0.27501514030011437,0.35838772626337395
City,Hitchcock,Texas,"Houston, TX",996,996,998,2990,191,166,159,516,12912174,17591619,78460704,108964497,105227,0.19176706827309237,0.16666666666666666,0.1593186372745491,0.1725752508361204,0.3701550387596899,0.32170542635658916,0.3081395348837209
City,Holden Beach,North Carolina,"Conway, SC",701,701,701,2103,464,530,453,1447,142312583,233674255,339570051,715556889,430225,0.6619115549215406,0.7560627674750356,0.6462196861626248,0.6880646695197337,0.3206634416033172,0.36627505183137526,0.3130615065653075
City,Holiday,Florida,"Tampa, FL",5722,5722,5722,17166,54,84,434,572,3133713,7277966,124394097,134805776,174382.5,0.009437259699405802,0.014680181754631249,0.07584760573226144,0.03332168239543283,0.0944055944055944,0.14685314685314685,0.7587412587412588
City,Holly Hill,Florida,"Palm Coast, FL",1424,1424,1424,4272,654,528,960,2142,43301785,58427302,249131267,350860354,122327.5,0.4592696629213483,0.3707865168539326,0.6741573033707865,0.5014044943820225,0.30532212885154064,0.24649859943977592,0.4481792717086835
City,Jensen Beach,Florida,"Port Saint Lucie, FL",1799,1799,1799,5397,36,8,57,101,4752535,1843231,43553495,50149261,356089,0.020011117287381877,0.0044469149527515284,0.03168426903835464,0.018714100426162682,0.3564356435643564,0.07920792079207921,0.5643564356435643
City,Kaneohe,Hawaii,"Honolulu, HI",5149,5149,5149,15447,34,74,320,428,23034178,61937433,440428338,525399949,1085551,0.006603223926976112,0.014371722664595066,0.06214798990095164,0.027707645497507608,0.0794392523364486,0.17289719626168223,0.7476635514018691
City,Keansburg,New Jersey,"New York, NY",951,951,953,2855,778,695,606,2079,94735438,113986866,164306743,373029047,160211,0.8180862250262881,0.7308096740273397,0.6358866736621196,0.7281961471103328,0.37421837421837423,0.3342953342953343,0.29148629148629146
City,Kihei,Hawaii,"Wailuku, HI",4644,4634,4620,13898,86,208,77,371,33016873,128907434,125147242,287071549,581749,0.018518518518518517,0.044885627967198964,0.016666666666666666,0.026694488415599366,0.23180592991913745,0.5606469002695418,0.20754716981132076
City,Killian,Louisiana,"Baton Rouge, LA",163,163,164,490,65,58,75,198,10181738,12097021,20002171,42280930,211433,0.3987730061349693,0.3558282208588957,0.4573170731707317,0.40408163265306124,0.3282828282828283,0.29292929292929293,0.3787878787878788
City,La Conner,Washington,"Mount Vernon, WA",636,636,638,1910,123,192,179,494,26896264,58231188,98125849,183253301,317834,0.19339622641509435,0.3018867924528302,0.28056426332288403,0.25863874345549737,0.24898785425101214,0.38866396761133604,0.3623481781376518
City,Lantana,Florida,"Miami, FL",1381,1381,1381,4143,307,214,514,1035,37250196,42178241,720855371,800283808,227185,0.222302679217958,0.1549601737871108,0.3721940622737147,0.2498189717595945,0.2966183574879227,0.20676328502415459,0.4966183574879227
City,Largo,Florida,"Tampa, FL",9194,9194,9194,27582,94,59,525,678,7287292,8344347,263998876,279630515,314794,0.010224059169023277,0.006417228627365673,0.057102458124864044,0.024581248640417663,0.13864306784660768,0.08702064896755163,0.7743362831858407
City,Leonia,New Jersey,"New York, NY",812,812,813,2437,99,25,6,130,31704303,13023231,3913628,48641162,388420.5,0.12192118226600986,0.03078817733990148,0.007380073800738007,0.053344275748871565,0.7615384615384615,0.19230769230769232,0.046153846153846156
City,Lusby,Maryland,"Washington, DC",3443,3443,3444,10330,122,53,146,321,20198898,11876510,60412069,92487477,228916,0.03543421434795237,0.015393552134766193,0.042392566782810684,0.031074540174249758,0.38006230529595014,0.16510903426791276,0.45482866043613707
City,Madisonville,Louisiana,"New Orleans, LA",1480,1480,1482,4442,330,166,129,625,63341594,42508158,73689009,179538761,230792,0.22297297297297297,0.11216216216216217,0.08704453441295547,0.14070238631247187,0.528,0.2656,0.2064
City,Malibu,California,"Los Angeles, CA",2400,2400,2402,7202,27,86,134,247,48470765,260999228,1139409107,1448879100,5368798,0.01125,0.035833333333333335,0.05578684429641965,0.03429602888086643,0.10931174089068826,0.3481781376518219,0.5425101214574899
City,Manalapan,Florida,"Miami, FL",76,76,77,229,62,64,40,166,82125556,236421327,585087262,903634145,3294511,0.8157894736842105,0.8421052631578947,0.5194805194805194,0.7248908296943232,0.37349397590361444,0.3855421686746988,0.24096385542168675
City,Manteo,North Carolina,"Kill Devil Hills, NC",421,421,421,1263,201,187,218,606,39501904,52664928,107211819,199378651,280047,0.47743467933491684,0.44418052256532065,0.517814726840855,0.47980997624703087,0.3316831683168317,0.3085808580858086,0.35973597359735976
City,Margate City,New Jersey,"Egg Harbor Township, NJ",2187,2187,2188,6562,1997,1925,1915,5837,623893803,936868801,1962677705,3523440309,480165,0.9131229995427527,0.8802011888431641,0.8752285191956124,0.8895153916488875,0.34212780537947574,0.3297927017303409,0.3280794928901833
City,Marrero,Louisiana,"New Orleans, LA",5526,5526,5526,16578,26,51,159,236,2687567,6787419,34689496,44164482,166978,0.004705030763662686,0.009229098805646038,0.028773072747014114,0.014235734105440946,0.11016949152542373,0.21610169491525424,0.673728813559322
City,Massapequa,New York,"New York, NY",5603,5601,5604,16808,612,776,2565,3953,246663122,390507232,1924167105,2561337459,583546,0.1092271997144387,0.13854668809141224,0.45770877944325483,0.23518562589243217,0.15481912471540601,0.19630660258031873,0.6488742727042752
City,Miami,Florida,"Miami, FL",35967,35967,35968,107902,10122,11284,11468,32874,1716502594,3492725303,10771750201,15980978098,309216.5,0.28142463925264827,0.3137320321405733,0.3188389679715303,0.3046653444792497,0.3079029019894141,0.34324998479041186,0.348847113220174
City,Milford,Connecticut,"New Haven, CT",6081,6081,6081,18243,393,369,693,1455,78790695,109871330,427030120,615692145,327744,0.0646275283670449,0.060680809077454365,0.1139615194869265,0.07975661897714192,0.27010309278350514,0.2536082474226804,0.4762886597938144
City,Montauk,New York,"New York, NY",1260,1260,1260,3780,141,34,76,251,95735498,34363616,152393668,282492782,834518,0.11190476190476191,0.026984126984126985,0.06031746031746032,0.0664021164021164,0.5617529880478087,0.13545816733067728,0.30278884462151395
City,Mount Pleasant,South Carolina,"Charleston, SC",9960,9958,9959,29877,1097,1877,4267,7241,278139726,834229035,3602325064,4714693825,573764,0.11014056224899599,0.1884916649929705,0.4284566723566623,0.24236034407738394,0.15149841182157162,0.25921834000828614,0.5892832481701422
City,Nassau Bay,Texas,"Houston, TX",479,479,480,1438,10,23,167,200,1805344,5313492,69673238,76792074,314483.5,0.020876826722338204,0.04801670146137787,0.34791666666666665,0.13908205841446453,0.05,0.115,0.835
City,New London,Connecticut,"Norwich, CT",1847,1847,1847,5541,17,17,88,122,2024432,2669361,29061380,33755173,214987,0.009204114780725501,0.009204114780725501,0.047644829453167295,0.0220176863382061,0.13934426229508196,0.13934426229508196,0.7213114754098361
City,Newark,New Jersey,"New York, NY",10433,10433,10434,31300,30,77,313,420,5330655,18810340,112913250,137054245,319694.5,0.0028754912297517493,0.007380427489696156,0.02999808318957255,0.0134185303514377,0.07142857142857142,0.18333333333333332,0.7452380952380953
City,North Port,Florida,"Bradenton, FL",9862,9862,9863,29587,1769,172,48,1989,207733346,30343675,13259431,251336452,126555,0.1793753802474143,0.017440681403366458,0.004866673425935314,0.06722547064589178,0.8893916540975364,0.08647561588738059,0.024132730015082957
City,Ocean City,Maryland,"Salisbury, MD",11271,11271,11272,33814,8145,6586,6745,21476,1215132445,1639006170,3242774826,6096913441,238462.5,0.7226510513707746,0.584331470144619,0.5983853797019163,0.6351215472881055,0.379260569938536,0.3066679083628236,0.31407152169864033
City,Ojus,Florida,"Miami, FL",2446,2438,2443,7327,2083,1858,1665,5606,167028047,285818321,1193503633,1646350001,114568,0.8515944399018807,0.7621000820344545,0.6815390912812116,0.7651153268732087,0.37156617909382805,0.3314306100606493,0.29700321084552267
City,Onancock,Virginia,NA,329,329,329,987,109,61,171,341,13139311,11099507,52287879,76526697,217242,0.331306990881459,0.18541033434650456,0.5197568389057751,0.3454913880445795,0.3196480938416422,0.17888563049853373,0.501466275659824
City,Oxnard,California,"Oxnard, CA",13850,13850,13850,41550,3,16,1039,1058,1183486,8059948,971575507,980818941,844789,2.1660649819494585e-4,0.0011552346570397113,0.07501805054151625,0.0254632972322503,0.002835538752362949,0.015122873345935728,0.9820415879017014
City,Palacios,Texas,"Bay City, TX",880,880,882,2642,26,36,46,108,1696403,3895331,10078171,15669905,118620.5,0.029545454545454545,0.04090909090909091,0.05215419501133787,0.0408781226343679,0.24074074074074073,0.3333333333333333,0.42592592592592593
City,Palm Beach,Florida,"Miami, FL",2854,2852,2850,8556,1378,1281,1609,4268,417909380,1261946075,9645772263,11325627718,998948.5,0.48283111422564823,0.4491584852734923,0.5645614035087719,0.49883122954651704,0.32286785379568883,0.3001405810684161,0.37699156513589505
City,Palm Harbor,Florida,"Tampa, FL",10988,10988,10989,32965,679,777,1254,2710,85782098,181302609,806249033,1073333740,277188.5,0.061794685111030215,0.07071350564251912,0.11411411411411411,0.08220840285150918,0.25055350553505534,0.2867158671586716,0.46273062730627307
City,Patchogue,New York,"New York, NY",3959,3959,3961,11879,156,395,620,1171,41649858,122690800,351087386,515428044,323841,0.03940388987117959,0.09977266986612782,0.1565261297652108,0.09857732132334372,0.1332194705380017,0.3373185311699402,0.5294619982920581
City,Philadelphia,Pennsylvania,"Philadelphia, PA",158916,158911,158913,476740,107,581,1202,1890,9193809,87741841,522869569,619805219,280149.5,6.733116866772383e-4,0.0036561345658890827,0.00756388715838226,0.003964425053488274,0.056613756613756616,0.3074074074074074,0.635978835978836
City,Point Lookout,New York,"New York, NY",265,265,265,795,114,112,83,309,65938040,84363790,92545355,242847185,735462,0.43018867924528303,0.4226415094339623,0.3132075471698113,0.3886792452830189,0.36893203883495146,0.36245954692556637,0.2686084142394822
City,Port Arthur,Texas,"Beaumont, TX",6041,6039,6040,18120,3,35,69,107,165060,2093392,14664230,16922682,115509,4.966065220989903e-4,0.005795661533366451,0.01142384105960265,0.005905077262693157,0.028037383177570093,0.32710280373831774,0.6448598130841121
City,Port Charlotte,Florida,"Port Charlotte, FL",12598,12598,12600,37796,1201,1069,2070,4340,135408508,189163416,857208940,1181780864,209859.5,0.09533259247499604,0.0848547388474361,0.16428571428571428,0.11482696581648852,0.2767281105990783,0.24631336405529955,0.4769585253456221
City,Prairieville,Louisiana,"Baton Rouge, LA",4809,4809,4811,14429,76,80,40,196,12482830,16973976,14218700,43675506,195368,0.015803701393221042,0.016635475150758992,0.008314279775514447,0.01358375493797214,0.3877551020408163,0.40816326530612246,0.20408163265306123
City,Raceland,Louisiana,"Houma, LA",1643,1643,1643,4929,936,752,911,2599,82720086,101457641,200069531,384247258,134165,0.5696895922093731,0.4576993304930006,0.5544735240413877,0.5272874822479204,0.36013851481338977,0.2893420546363986,0.3505194305502116
City,Rockledge,Florida,"Palm Bay, FL",6097,6097,6098,18292,41,74,275,390,6370735,15250804,185799092,207420631,504757.5,0.0067246186649171725,0.012137116614728554,0.04509675303378157,0.021320795976383117,0.10512820512820513,0.18974358974358974,0.7051282051282052
City,Santa Rosa Beach,Florida,"Crestview, FL",4680,4680,4682,14042,855,375,221,1451,173763844,177115962,319986235,670866041,282811,0.18269230769230768,0.08012820512820513,0.047202050405809486,0.10333285856715567,0.5892487939352171,0.2584424534803584,0.15230875258442453
City,Satsuma,Florida,"Palatka, FL",1078,1078,1080,3236,77,238,369,684,2954074,14241794,48410547,65606415,77182.5,0.07142857142857142,0.22077922077922077,0.3416666666666667,0.21137206427688504,0.11257309941520467,0.347953216374269,0.5394736842105263
City,Seabrook Island,South Carolina,"Charleston, SC",769,769,769,2307,681,622,682,1985,184331639,335419726,834008075,1353759440,524568,0.8855656697009102,0.8088426527958388,0.8868660598179454,0.8604247941048981,0.34307304785894205,0.3133501259445844,0.34357682619647356
City,Sealevel,North Carolina,"Morehead City, NC",64,64,64,192,61,64,64,189,4910796,7161243,18565761,30637800,109016,0.953125,1,1,0.984375,0.32275132275132273,0.3386243386243386,0.3386243386243386
City,Sebastian,Florida,"Vero Beach, FL",3711,3711,3711,11133,99,48,172,319,13853104,8674935,79789230,102317269,246699,0.02667744543249798,0.012934518997574777,0.046348693074642955,0.028653552501571904,0.3103448275862069,0.15047021943573669,0.5391849529780565
City,Seminole,Florida,"Tampa, FL",7650,7650,7651,22951,205,209,787,1201,25933192,47671593,388956948,462561733,316556,0.02679738562091503,0.027320261437908496,0.10286237093190433,0.052328874558842754,0.17069109075770192,0.1740216486261449,0.6552872606161532
City,Shallotte,North Carolina,"Conway, SC",1858,1858,1860,5576,8,29,72,109,649440,3826731,24613548,29089719,207042,0.004305705059203444,0.015608180839612486,0.03870967741935484,0.0195480631276901,0.07339449541284404,0.26605504587155965,0.6605504587155964
City,Siesta Key,Florida,"Bradenton, FL",2531,2531,2533,7595,2051,1809,2011,5871,760649324,1092769469,2721561111,4574979904,601492,0.8103516396681154,0.7147372580007902,0.7939202526648244,0.7730085582620145,0.34934423437233864,0.3081246806336229,0.3425310849940385
City,Southampton,New York,"New York, NY",2888,2888,2890,8666,122,273,168,563,98216995,394290288,1110481374,1602988657,1450532,0.04224376731301939,0.09452908587257618,0.05813148788927336,0.06496653588737596,0.216696269982238,0.4849023090586146,0.2984014209591474
City,Southold,New York,"New York, NY",1242,1242,1243,3727,115,156,185,456,54773384,94409581,249087847,398270812,647335,0.09259259259259259,0.12560386473429952,0.14883346741753822,0.12235041588408908,0.25219298245614036,0.34210526315789475,0.4057017543859649
City,Stratford,Connecticut,"Bridgeport, CT",5945,5946,5945,17836,959,123,151,1233,140102023,29919708,62008598,232030329,164005,0.16131202691337257,0.020686175580221997,0.025399495374264086,0.06912984974209464,0.7777777777777778,0.09975669099756691,0.12246553122465531
City,Sullivans Island,South Carolina,"Charleston, SC",318,318,320,956,267,252,228,747,257401367,430588925,673180119,1361170411,1618154,0.839622641509434,0.7924528301886793,0.7125,0.7813807531380753,0.357429718875502,0.3373493975903614,0.30522088353413657
City,Sunset Beach,North Carolina,"Conway, SC",1833,1831,1832,5496,20,40,551,611,2655579,9102800,308606030,320364409,467706,0.010911074740861976,0.02184598580010923,0.300764192139738,0.11117176128093159,0.03273322422258593,0.06546644844517185,0.9018003273322422
City,Tavernier,Florida,"Key West, FL",1038,1038,1039,3115,841,758,931,2530,262387193,384021701,1091251574,1737660468,516946.5,0.8102119460500964,0.7302504816955684,0.8960538979788258,0.812199036918138,0.3324110671936759,0.29960474308300394,0.36798418972332014
City,Union,Washington,"Shelton, WA",465,465,467,1397,8,29,133,170,1288202,8020101,72212172,81520475,432521,0.017204301075268817,0.06236559139784946,0.284796573875803,0.12168933428775948,0.047058823529411764,0.17058823529411765,0.7823529411764706
City,Vineyard Haven,Massachusetts,"Edgartown, MA",1874,1874,1874,5622,77,44,112,233,34069428,30392282,192160133,256621843,752043,0.04108858057630736,0.023479188900747065,0.05976520811099253,0.04144432586268232,0.33047210300429186,0.1888412017167382,0.48068669527896996
City,Wareham,Massachusetts,"Boston, MA",3064,3065,3065,9194,188,203,347,738,35307744,54404073,174184841,263896658,300976,0.06135770234986945,0.06623164763458401,0.11321370309951061,0.08026974113552317,0.25474254742547425,0.2750677506775068,0.470189701897019
City,Warwick,Rhode Island,"Providence, RI",9695,9695,9695,29085,58,49,349,456,9233759,10650010,126118101,146001870,289271,0.005982465188241362,0.005054151624548736,0.03599793708096957,0.015678184631253225,0.12719298245614036,0.1074561403508772,0.7653508771929824
City,West Orange,Texas,"Beaumont, TX",507,507,507,1521,185,125,118,428,8398519,7663248,11275021,27336788,58331,0.36489151873767256,0.2465483234714004,0.23274161735700197,0.28139381985535833,0.43224299065420563,0.29205607476635514,0.2757009345794392
City,Westhampton Beach,New York,"New York, NY",808,808,809,2425,153,361,412,926,98681780,537150070,1512498337,2148330187,1925415.5,0.18935643564356436,0.4467821782178218,0.5092707045735476,0.3818556701030928,0.1652267818574514,0.3898488120950324,0.4449244060475162
City,Weymouth,Massachusetts,"Boston, MA",5590,5590,5592,16772,128,75,93,296,31878822,27947618,49449731,109276171,361718,0.02289803220035778,0.013416815742397137,0.016630901287553648,0.01764846172191748,0.43243243243243246,0.2533783783783784,0.3141891891891892
City,Wildwood Crest,New Jersey,"Upper Township, NJ",1591,1593,1589,4773,913,1153,1005,3071,220095764,432577879,597360317,1250033960,376060,0.573852922690132,0.7237915881983679,0.632473253618628,0.6434108527131783,0.2972972972972973,0.37544773689352,0.3272549658091827
City,Wilmington,Delaware,"Philadelphia, PA",8519,8519,8519,25557,335,44,40,419,29323777,5843708,11822160,46989645,89349,0.039323864303321986,0.005164925460734828,0.004695386782486207,0.016394725515514342,0.7995226730310262,0.10501193317422435,0.0954653937947494
City,Freeport,New York,"New York, NY",3032,3032,3033,9097,1050,1319,1079,3448,323180096,480292658,562733566,1366206320,361979.5,0.34630606860158314,0.4350263852242744,0.3557533794922519,0.379026052544795,0.30452436194895594,0.38254060324825984,0.31293503480278423
City,Kiln,Mississippi,"Gulfport, MS",705,705,706,2116,6,52,103,161,502943,6537786,25237873,32278602,177128,0.00851063829787234,0.07375886524822695,0.14589235127478753,0.07608695652173914,0.037267080745341616,0.32298136645962733,0.639751552795031
City,Leland,North Carolina,"Conway, SC",2429,2429,2431,7289,68,52,9,129,9028854,10879702,3661835,23570391,160176,0.02799505969534788,0.02140798682585426,0.003702180172768408,0.01769790094663191,0.5271317829457365,0.40310077519379844,0.06976744186046512
City,Island Park,New York,"New York, NY",787,787,787,2361,715,706,740,2161,271546030,331863942,527410552,1130820524,472307,0.9085133418043202,0.8970775095298602,0.940279542566709,0.9152901313002965,0.33086534012031465,0.3267006015733457,0.34243405830633966
City,Kapaa,Hawaii,"Kapaa, HI",2246,2246,2246,6738,379,72,58,509,130267130,44059033,59178952,233505115,437654,0.16874443455031166,0.032056990204808546,0.025823686553873553,0.07554170376966458,0.7445972495088409,0.14145383104125736,0.11394891944990176
City,National Park,New Jersey,"Philadelphia, PA",369,369,369,1107,61,46,70,177,7137584,6511888,12572549,26222021,144563,0.16531165311653118,0.12466124661246612,0.1897018970189702,0.15989159891598917,0.3446327683615819,0.2598870056497175,0.3954802259887006
City,Paulina,Louisiana,"New Orleans, LA",322,322,324,968,90,65,121,276,11711959,11686458,31515916,54914333,188268.5,0.2795031055900621,0.20186335403726707,0.3734567901234568,0.28512396694214875,0.32608695652173914,0.23550724637681159,0.4384057971014493
City,Riverside,New Jersey,"Philadelphia, PA",832,832,832,2496,34,64,41,139,4315258,9671749,7610679,21597686,154375,0.040865384615384616,0.07692307692307693,0.04927884615384615,0.05568910256410257,0.2446043165467626,0.460431654676259,0.2949640287769784
