RegionType,RegionName,StateName,MSAName,AllHomes_Tier1,AllHomes_Tier2,AllHomes_Tier3,AllHomes_AllTiers,UWHomes_Tier1,UWHomes_Tier2,UWHomes_Tier3,UWHomes_AllTiers,UWHomes_TotalValue_Tier1,UWHomes_TotalValue_Tier2,UWHomes_TotalValue_Tier3,UWHomes_TotalValue_AllTiers,UWHomes_MedianValue_AllTiers,AllHomes_Tier1_ShareUW,AllHomes_Tier2_ShareUW,AllHomes_Tier3_ShareUW,AllHomes_AllTiers_ShareUW,UWHomes_ShareInTier1,UWHomes_ShareInTier2,UWHomes_ShareInTier3
Zip,32259,Florida,NA,3498,4258,7189,14945,9,19,166,194,1925299,5877129,122547310,130349738,621527.5,0.002572898799313894,0.004462188821042743,0.023090833217415497,0.012980930076948812,0.04639175257731959,0.0979381443298969,0.8556701030927835
Zip,32266,Florida,NA,744,760,763,2267,87,127,131,345,22657836,49607426,81858400,154123662,409338,0.11693548387096774,0.16710526315789473,0.17169069462647443,0.1521835024261138,0.25217391304347825,0.3681159420289855,0.37971014492753624
Zip,32277,Florida,NA,1537,4393,2303,8233,0,39,384,423,0,6824226,132059807,138884033,256227,0,0.008877760072843159,0.16673903603994789,0.051378598323818775,0,0.09219858156028368,0.9078014184397163
Zip,32320,Florida,NA,493,510,495,1498,12,37,93,142,1681001,5611559,33916620,41209180,244612.5,0.02434077079107505,0.07254901960784314,0.18787878787878787,0.09479305740987984,0.08450704225352113,0.2605633802816901,0.6549295774647887
Zip,32322,Florida,NA,599,635,536,1770,31,83,160,274,3800711,13246461,58372851,75420023,240785,0.05175292153589316,0.13070866141732285,0.29850746268656714,0.15480225988700566,0.11313868613138686,0.3029197080291971,0.583941605839416
Zip,32327,Florida,NA,3203,3187,3151,9541,97,198,422,717,8008481,25624953,119717030,153350464,188841,0.030284108648142367,0.06212739253216191,0.1339257378609965,0.07514935541347867,0.13528591352859135,0.27615062761506276,0.5885634588563459
Zip,32328,Florida,NA,856,876,881,2613,86,376,412,874,23584256,166170727,376211919,565966902,574988.5,0.10046728971962617,0.4292237442922374,0.4676503972758229,0.3344814389590509,0.09839816933638444,0.4302059496567506,0.47139588100686497
Zip,32346,Florida,NA,564,604,617,1785,188,320,295,803,18154377,67429697,130345101,215929175,237824,0.3333333333333333,0.5298013245033113,0.47811993517017826,0.44985994397759105,0.23412204234122042,0.398505603985056,0.36737235367372356
Zip,32348,Florida,NA,1763,1501,1517,4781,118,90,487,695,5751523,8897549,131939455,146588527,170188,0.06693136698808849,0.05996002664890073,0.3210283454185893,0.14536707801715124,0.16978417266187051,0.12949640287769784,0.7007194244604317
Zip,32358,Florida,NA,356,339,425,1120,22,29,61,112,1681187,3711245,21859542,27251974,169552,0.06179775280898876,0.0855457227138643,0.14352941176470588,0.1,0.19642857142857142,0.25892857142857145,0.5446428571428571
Zip,32359,Florida,NA,262,293,316,871,37,82,121,240,2237223,7892245,29832729,39962197,116949.5,0.14122137404580154,0.27986348122866894,0.3829113924050633,0.2755453501722158,0.15416666666666667,0.3416666666666667,0.5041666666666667
Zip,32401,Florida,NA,5330,2258,1153,8741,196,108,132,436,15517989,18967997,52397408,86883394,149022.5,0.03677298311444653,0.047829937998228524,0.11448395490026018,0.049879876444342754,0.44954128440366975,0.24770642201834864,0.30275229357798167
Zip,32404,Florida,NA,4158,4731,4271,13160,56,137,493,686,5370883,21146223,154162326,180679432,212165,0.013468013468013467,0.028957937011202705,0.11542964177007727,0.052127659574468084,0.08163265306122448,0.19970845481049562,0.7186588921282799
Zip,32405,Florida,NA,2868,3416,2912,9196,21,182,242,445,1965011,31347371,113999347,147311729,236502,0.007322175732217573,0.05327868852459016,0.0831043956043956,0.04839060461070031,0.04719101123595506,0.40898876404494383,0.5438202247191011
Zip,32407,Florida,NA,2963,2797,2066,7826,276,153,107,536,31328222,34264771,54156450,119749443,175046.5,0.0931488356395545,0.05470146585627458,0.05179090029041626,0.06848964988499873,0.5149253731343284,0.28544776119402987,0.19962686567164178
Zip,32408,Florida,NA,2827,5605,6832,15264,230,613,894,1737,23978273,112410297,376380976,512769546,237511,0.08135833038556774,0.10936663693131132,0.13085480093676816,0.11379716981132075,0.13241220495106507,0.35290731145653426,0.5146804835924007
Zip,32409,Florida,NA,1837,1037,809,3683,65,66,128,259,5671200,12403374,48766627,66841201,256173,0.035383777898747956,0.06364513018322084,0.15822002472187885,0.0703231061634537,0.25096525096525096,0.2548262548262548,0.4942084942084942
Zip,32413,Florida,NA,4973,5987,6802,17762,178,433,359,970,23476518,100343798,166525500,290345816,244876,0.03579328373215363,0.07232336729580759,0.05277859453102029,0.05461096723341966,0.18350515463917524,0.4463917525773196,0.37010309278350517
Zip,32439,Florida,NA,1265,1288,1307,3860,103,154,228,485,9562797,28301500,89436761,127301058,228086,0.08142292490118577,0.11956521739130435,0.17444529456771232,0.12564766839378239,0.21237113402061855,0.31752577319587627,0.47010309278350515
Zip,32444,Florida,NA,2405,2410,2510,7325,116,164,438,718,15109905,33422298,166680297,215212500,268225,0.048232848232848236,0.06804979253112033,0.1745019920318725,0.09802047781569966,0.1615598885793872,0.22841225626740946,0.6100278551532033
Zip,32456,Florida,NA,2255,2338,2355,6948,233,272,529,1034,30656180,64370856,295139688,390166724,315105,0.1033259423503326,0.11633875106929,0.22462845010615712,0.14881980426021876,0.2253384912959381,0.26305609284332687,0.511605415860735
Zip,32459,Florida,NA,4662,4259,4004,12925,855,372,225,1452,173447175,175737896,322872145,672057216,280578.5,0.1833976833976834,0.0873444470532989,0.05619380619380619,0.1123404255319149,0.5888429752066116,0.256198347107438,0.15495867768595042
Zip,32506,Florida,NA,4337,4748,2934,12019,2,26,177,205,137892,3692194,61083317,64913403,282274,4.611482591653217e-4,0.005475989890480202,0.06032719836400818,0.017056327481487644,0.00975609756097561,0.12682926829268293,0.8634146341463415
Zip,32507,Florida,NA,4041,2772,9435,16248,126,229,1870,2225,9777617,31953262,666593907,708324786,270664,0.031180400890868598,0.08261183261183261,0.1981981981981982,0.13693993106843919,0.05662921348314607,0.10292134831460674,0.8404494382022472
Zip,32541,Florida,NA,5067,5061,5044,15172,561,332,450,1343,104867305,112437841,418869868,636175014,312686,0.11071640023682652,0.06559968385694527,0.08921490880253767,0.0885183232269971,0.4177215189873418,0.24720774385703648,0.33507073715562175
Zip,32547,Florida,NA,3210,3305,4259,10774,65,36,147,248,5718311,5976911,72434307,84129529,269543,0.020249221183800622,0.010892586989409985,0.03451514440009392,0.023018377575645073,0.2620967741935484,0.14516129032258066,0.592741935483871
Zip,32548,Florida,NA,3e3,4239,4059,11298,81,407,591,1079,10241950,78675665,256576470,345494085,266688,0.027,0.09601321066289219,0.14560236511456023,0.09550362896087804,0.07506950880444857,0.37720111214087115,0.5477293790546802
Zip,32550,Florida,NA,3919,3995,4037,11951,218,264,381,863,54274124,100197542,418608012,573079678,425506,0.05562643531513141,0.06608260325406759,0.09437701263314342,0.07221153041586478,0.2526071842410197,0.30590961761297797,0.44148319814600234
Zip,32561,Florida,NA,528,1878,3481,5887,118,722,1790,2630,19353552,196946719,1081556999,1297857270,462033,0.22348484848484848,0.3844515441959531,0.514220051709279,0.4467470698148463,0.044866920152091254,0.27452471482889734,0.6806083650190115
Zip,32563,Florida,NA,4564,3175,1623,9362,150,319,439,908,25392099,89397023,256387299,371176421,338484.5,0.03286590709903593,0.10047244094488189,0.270486752926679,0.09698782311471908,0.16519823788546256,0.3513215859030837,0.4834801762114537
Zip,32566,Florida,NA,5127,5141,5120,15388,146,217,480,843,23202001,47578029,215791655,286571685,283734,0.028476692022625316,0.042209686831355765,0.09375,0.05478294775149467,0.17319098457888493,0.25741399762752076,0.5693950177935944
Zip,32569,Florida,NA,1579,1584,1588,4751,0,1,129,130,0,170444,69645102,69815546,532357,0,6.313131313131314e-4,0.08123425692695214,0.02736266049252789,0,0.007692307692307693,0.9923076923076923
Zip,32578,Florida,NA,4239,4238,4244,12721,37,66,348,451,6150155,18494541,209468517,234113213,469690,0.008728473696626562,0.01557338367154318,0.08199811498586239,0.035453187642480934,0.082039911308204,0.14634146341463414,0.7716186252771619
Zip,32579,Florida,NA,1357,1367,1376,4100,164,59,147,370,17233473,15411679,86373689,119018841,261885,0.1208548268238762,0.04316020482809071,0.1068313953488372,0.09024390243902439,0.44324324324324327,0.15945945945945947,0.3972972972972973
Zip,32583,Florida,NA,2958,3034,2667,8659,70,83,567,720,5989296,11443925,172969076,190402297,231569.5,0.023664638269100743,0.027356624917600526,0.2125984251968504,0.08315047927012358,0.09722222222222222,0.11527777777777778,0.7875
Zip,32625,Florida,NA,389,391,398,1178,86,183,246,515,9837099,38642878,90975638,139455615,267406,0.2210796915167095,0.4680306905370844,0.6180904522613065,0.4371816638370119,0.1669902912621359,0.3553398058252427,0.47766990291262135
Zip,32626,Florida,NA,1601,963,648,3212,47,49,23,119,4547704,10061037,6704781,21313522,176623,0.029356652092442224,0.05088265835929388,0.035493827160493825,0.03704856787048568,0.3949579831932773,0.4117647058823529,0.19327731092436976
Zip,32628,Florida,NA,825,757,733,2315,137,218,193,548,11574085,28090796,47531396,87196277,138235.5,0.16606060606060605,0.28797886393659183,0.26330150068212826,0.2367170626349892,0.25,0.3978102189781022,0.3521897810218978
Zip,32648,Florida,NA,120,118,138,376,71,101,130,302,5285688,14539162,34673414,54498264,163676,0.5916666666666667,0.8559322033898306,0.9420289855072463,0.8031914893617021,0.23509933774834438,0.3344370860927152,0.4304635761589404
Zip,32680,Florida,NA,1692,1007,1004,3703,99,98,131,328,8395594,12534863,32052243,52982700,127906.5,0.05851063829787234,0.09731876861966236,0.13047808764940239,0.08857682959762354,0.3018292682926829,0.29878048780487804,0.39939024390243905
Zip,32720,Florida,NA,3944,3289,3284,10517,32,43,97,172,3311374,7060075,34291822,44663271,226247,0.008113590263691683,0.01307388263910003,0.02953714981729598,0.01635447370923267,0.18604651162790697,0.25,0.563953488372093
Zip,32759,Florida,NA,427,456,462,1345,35,101,129,265,2723465,13950392,35982180,52656037,165273,0.08196721311475409,0.22149122807017543,0.2792207792207792,0.1970260223048327,0.1320754716981132,0.38113207547169814,0.4867924528301887
Zip,32780,Florida,NA,5314,4879,5575,15768,11,39,58,108,778496,4902658,25542979,31224133,193799,0.0020700037636432068,0.007993441278950604,0.010403587443946188,0.00684931506849315,0.10185185185185185,0.3611111111111111,0.5370370370370371
Zip,32796,Florida,NA,2635,3103,2353,8091,41,1,218,260,2728263,109459,80201958,83039680,325247.5,0.01555977229601518,3.222687721559781e-4,0.09264768380790481,0.032134470399209,0.1576923076923077,0.0038461538461538464,0.8384615384615385
Zip,32903,Florida,NA,925,1390,4360,6675,0,1,239,240,0,442523,249700587,250143110,930568,0,7.194244604316547e-4,0.05481651376146789,0.035955056179775284,0,0.004166666666666667,0.9958333333333333
Zip,32905,Florida,NA,6154,1409,1726,9289,28,3,178,209,1983380,453139,66031885,68468404,326971,0.004549886252843679,0.0021291696238466998,0.10312862108922363,0.022499730864463344,0.1339712918660287,0.014354066985645933,0.8516746411483254
Zip,32920,Florida,NA,2282,2233,2255,6770,655,416,313,1384,60893047,84954977,124970687,270818711,161739,0.28702892199824714,0.18629646215853113,0.13880266075388026,0.20443131462333824,0.47326589595375723,0.30057803468208094,0.22615606936416185
Zip,32931,Florida,NA,3298,3307,3298,9903,1399,1379,1891,4669,251606178,408870405,1103651564,1764128147,324798,0.42419648271679805,0.4169942546114303,0.5733778047301394,0.47147329092194284,0.2996358963375455,0.29535232383808097,0.40501177982437353
Zip,32935,Florida,NA,5844,6365,2519,14728,100,6,86,192,7378952,1011984,57373258,65764194,120109,0.017111567419575632,9.426551453260016e-4,0.034140531957125846,0.013036393264530146,0.5208333333333334,0.03125,0.4479166666666667
Zip,32937,Florida,NA,3843,3957,4198,11998,1205,983,1647,3835,257846680,298988052,1065384535,1622219267,328393,0.31355711683580534,0.24842052059641143,0.3923296808003811,0.31963660610101685,0.31421121251629724,0.2563233376792699,0.42946544980443285
Zip,32949,Florida,NA,253,329,384,966,75,21,56,152,15839494,7186724,34626818,57653036,303858.5,0.2964426877470356,0.06382978723404255,0.14583333333333334,0.15734989648033126,0.4934210526315789,0.13815789473684212,0.3684210526315789
Zip,32951,Florida,NA,2184,2186,2202,6572,549,410,745,1704,94314800,153722440,520635771,768673011,415337,0.25137362637362637,0.18755718206770358,0.3383287920072661,0.2592818015824711,0.3221830985915493,0.24061032863849766,0.43720657276995306
Zip,32952,Florida,NA,2804,2922,3227,8953,1144,885,1433,3462,124248957,232395784,993382528,1350027269,286062.5,0.4079885877318117,0.3028747433264887,0.44406569569259374,0.3866860270300458,0.3304448295782785,0.255632582322357,0.41392258809936455
Zip,32953,Florida,NA,3115,2996,2699,8810,581,616,733,1930,60509678,164878884,364856119,590244681,288375,0.18651685393258427,0.205607476635514,0.2715820674323824,0.21906923950056753,0.3010362694300518,0.31917098445595854,0.3797927461139896
Zip,32955,Florida,NA,5839,4868,4415,15122,41,73,276,390,6370735,14972749,185979494,207322978,504757.5,0.007021750299708854,0.014995891536565324,0.06251415628539071,0.02579023938632456,0.10512820512820513,0.18717948717948718,0.7076923076923077
Zip,32958,Florida,NA,4056,4029,4006,12091,99,52,211,362,13853104,9364028,105657545,128874677,257334,0.02440828402366864,0.012906428394142468,0.0526709935097354,0.0299396245141014,0.27348066298342544,0.143646408839779,0.5828729281767956
Zip,32960,Florida,NA,3822,2966,874,7662,1317,284,393,1994,134693431,55373108,242031028,432097567,112968,0.3445839874411303,0.09575185434929198,0.4496567505720824,0.2602453667449752,0.660481444332999,0.1424272818455366,0.19709127382146438
Zip,32962,Florida,NA,6738,3937,969,11644,2339,465,228,3032,184423402,92158126,101002798,377584326,82521,0.3471356485604037,0.11811023622047244,0.23529411764705882,0.26039161800068705,0.7714379947229552,0.15336411609498682,0.07519788918205805
Zip,32963,Florida,NA,1296,1849,8305,11450,257,490,2262,3009,87649716,280305584,2577183138,2945138438,577831,0.19830246913580246,0.2650081124932396,0.272366044551475,0.2627947598253275,0.08541043536058492,0.16284479893652376,0.7517447657028913
Zip,32967,Florida,NA,2044,3636,3296,8976,49,97,314,460,6468634,20315325,167584825,194368784,283478,0.023972602739726026,0.02667766776677668,0.09526699029126214,0.05124777183600713,0.10652173913043478,0.2108695652173913,0.6826086956521739
Zip,33001,Florida,NA,136,132,137,405,136,132,136,404,26537803,35955662,80976252,143469717,260454,1,1,0.9927007299270073,0.9975308641975309,0.33663366336633666,0.32673267326732675,0.33663366336633666
Zip,33004,Florida,NA,1893,1461,1915,5269,1451,992,1588,4031,189843675,178810004,540986844,909640523,177913,0.7665081880612784,0.6789869952087612,0.829242819843342,0.7650408047067755,0.3599603076159762,0.24609278094765566,0.3939469114363682
Zip,33009,Florida,NA,7597,7685,7823,23105,6607,5914,5112,17633,833692078,1223250864,2366449045,4423391987,192164,0.8696854021324207,0.7695510735198439,0.6534577527802633,0.7631681454230685,0.3746951738218114,0.33539386377814323,0.2899109624000454
Zip,33010,Florida,NA,686,3077,2777,6540,410,1072,1350,2832,52016086,267622177,433919186,753557449,277239.5,0.597667638483965,0.34839129021774456,0.48613611811307167,0.43302752293577984,0.14477401129943504,0.3785310734463277,0.4766949152542373
Zip,33012,Florida,NA,7393,3479,6650,17522,4860,2169,2034,9063,629886129,474818082,661213212,1765917423,156846,0.6573786013796835,0.6234550158091405,0.30586466165413534,0.5172354754023514,0.5362462760675273,0.23932472691161866,0.22442899702085403
Zip,33013,Florida,NA,297,3121,3871,7289,179,401,519,1099,24799029,100414875,161578135,286792039,276454,0.6026936026936027,0.12848446010893944,0.13407388271764403,0.15077514062285635,0.16287534121929026,0.364877161055505,0.47224749772520475
Zip,33014,Florida,NA,4440,3075,2639,10154,2364,699,184,3247,401050703,168105231,97596837,666752771,177954,0.5324324324324324,0.22731707317073171,0.06972338006820765,0.31977545794760687,0.7280566676932553,0.2152756390514321,0.056667693255312596
Zip,33015,Florida,NA,4715,5366,7275,17356,3279,2034,1451,6764,424178744,381883790,506957256,1313019790,155846,0.6954400848356309,0.3790532985464033,0.19945017182130584,0.38972113390182067,0.48477232406859844,0.3007096392667061,0.21451803666469543
Zip,33016,Florida,NA,7453,3246,2004,12703,5826,1994,964,8784,831989314,476744734,540850223,1849584271,147313,0.7816986448410036,0.6142945163277881,0.4810379241516966,0.6914901991655514,0.6632513661202186,0.22700364298724954,0.10974499089253188
Zip,33018,Florida,NA,1725,5807,5433,12965,1057,2158,1794,5009,165515417,543069019,680327834,1388912270,274069,0.6127536231884058,0.37162045806784916,0.33020430701270015,0.38634785962205936,0.21102016370533042,0.43082451587143145,0.35815532042323817
Zip,33019,Florida,NA,787,2936,8022,11745,659,1946,5940,8545,97909056,527215800,4083310787,4708435643,382923,0.8373570520965693,0.6628065395095368,0.7404637247569185,0.7275436355896125,0.07712112346401405,0.22773551784669396,0.695143358689292
Zip,33020,Florida,NA,6397,3336,1575,11308,1486,1232,1309,4027,186419907,308348283,513761890,1008530080,234496,0.23229638893231203,0.36930455635491605,0.8311111111111111,0.3561195613724797,0.3690091879811274,0.3059349391606655,0.3250558728582071
Zip,33021,Florida,NA,6446,3507,6364,16317,1199,1572,1307,4078,166050779,413146736,617594670,1196792185,267746,0.18600682593856654,0.4482463644140291,0.2053739786297926,0.24992339278053563,0.2940166748406081,0.3854830799411476,0.3205002452182442
Zip,33023,Florida,NA,7852,8041,1579,17472,2909,3543,79,6531,563746888,875168597,19829469,1458744954,236738,0.3704788588894549,0.440616838701654,0.050031665611146296,0.3737980769230769,0.4454141785331496,0.5424896646761599,0.012096156790690553
Zip,33024,Florida,NA,5810,12578,2448,20836,4159,6840,1680,12679,650991299,1842204735,780573274,3273769308,244293,0.7158347676419966,0.5438066465256798,0.6862745098039216,0.6085141101938952,0.32802271472513606,0.5394747219812288,0.13250256329363513
Zip,33025,Florida,NA,11124,6951,1244,19319,8704,4141,679,13524,1268706344,1188906511,397639522,2855252377,183444,0.7824523552678893,0.5957416199108042,0.5458199356913184,0.7000362337595114,0.6435965690624076,0.3061963916001183,0.05020703933747412
Zip,33026,Florida,NA,4492,4378,3023,11893,3313,3790,2084,9187,534124395,1052183892,889610116,2475918403,241614,0.73753339269813,0.8656920968478757,0.6893814091961628,0.7724712015471286,0.36061826493958854,0.4125394579296833,0.22684227713072821
Zip,33027,Florida,NA,8867,5089,10114,24070,6315,3910,6403,16628,786826751,1163361723,2822331829,4772520303,304411.5,0.7121912710048495,0.7683238357241108,0.633082855447894,0.6908184461985875,0.3797810921337503,0.23514553764734183,0.38507337021890786
Zip,33029,Florida,NA,572,3093,10887,14552,1,882,2798,3681,228329,283593813,1367386413,1651208555,421859,0.0017482517482517483,0.2851600387972842,0.2570037659594011,0.25295492028587135,2.7166530834012495e-4,0.2396088019559902,0.7601195327356697
Zip,33030,Florida,NA,1130,2761,2239,6130,381,23,62,466,41002956,3717348,31948910,76669214,108409,0.33716814159292036,0.00833031510322347,0.027690933452434122,0.07601957585644371,0.8175965665236051,0.04935622317596566,0.13304721030042918
Zip,33032,Florida,NA,3166,4827,3359,11352,745,1133,778,2656,142063658,242674286,218330645,603068589,218297,0.23531269740998104,0.23472135902216698,0.23161655254540042,0.2339675828047921,0.2804969879518072,0.4265813253012048,0.29292168674698793
Zip,33033,Florida,NA,3720,6051,6011,15782,1350,2589,2625,6564,161682384,491561586,664709897,1317953867,200964.5,0.3629032258064516,0.42786316311353495,0.43669938446182,0.4159168673171968,0.2056672760511883,0.3944241316270567,0.399908592321755
Zip,33034,Florida,NA,1672,880,1003,3555,1071,241,283,1595,103565797,37307636,89274558,230147991,104995,0.6405502392344498,0.27386363636363636,0.28215353938185445,0.44866385372714485,0.671473354231975,0.15109717868338557,0.1774294670846395
Zip,33035,Florida,NA,3623,1114,1128,5865,2652,414,254,3320,301273135,75683289,69093446,446049870,116208.5,0.7319900634833011,0.37163375224416517,0.225177304964539,0.566069906223359,0.7987951807228916,0.1246987951807229,0.07650602409638554
Zip,33036,Florida,NA,964,980,992,2936,491,752,873,2116,190901561,627495126,1594949399,2413346086,951011,0.5093360995850622,0.7673469387755102,0.8800403225806451,0.720708446866485,0.23204158790170132,0.3553875236294896,0.41257088846880907
Zip,33037,Florida,NA,3075,3055,3056,9186,1620,1959,2142,5721,456662474,1039899840,3556097806,5052660120,566421,0.526829268292683,0.6412438625204583,0.7009162303664922,0.6227955584585239,0.2831672784478238,0.34242265338227584,0.37441006816990036
Zip,33040,Florida,NA,3410,3456,3690,10556,3206,2972,2997,9175,1247411625,1785026183,3479406152,6511843960,566143,0.9401759530791789,0.8599537037037037,0.8121951219512196,0.8691739295187572,0.34942779291553133,0.32392370572207085,0.3266485013623978
Zip,33042,Florida,NA,1444,1450,1447,4341,1442,1433,1382,4257,497925731,807744606,1498161607,2803831944,555870,0.9986149584487535,0.9882758620689656,0.9550794747753973,0.9806496199032481,0.3387361992013155,0.3366220342964529,0.32464176650223164
Zip,33043,Florida,NA,870,867,869,2606,854,865,861,2580,249012122,368281109,646096442,1263389673,420268,0.9816091954022989,0.9976931949250288,0.9907940161104718,0.990023023791251,0.3310077519379845,0.33527131782945735,0.33372093023255817
Zip,33050,Florida,NA,1705,1706,1736,5147,1613,1632,1561,4806,433552833,809690183,1888295335,3131538351,486105,0.9460410557184751,0.9566236811254396,0.8991935483870968,0.9337478142607344,0.33562213899292553,0.33957553058676654,0.3248023304203079
Zip,33051,Florida,NA,410,387,383,1180,401,385,374,1160,146680049,224848961,479030485,850559495,560198,0.9780487804878049,0.9948320413436692,0.9765013054830287,0.9830508474576272,0.3456896551724138,0.33189655172413796,0.32241379310344825
Zip,33054,Florida,NA,3190,2063,1668,6921,1602,855,482,2939,220069379,148528296,112290686,480888361,157939,0.5021943573667712,0.4144449830344159,0.28896882494004794,0.42464961710735444,0.5450833616876488,0.29091527730520583,0.1640013610071453
Zip,33055,Florida,NA,3384,3042,4340,10766,1249,1046,1142,3437,194729219,231322798,313575519,739627536,223048,0.3690898345153664,0.3438527284681131,0.2631336405529954,0.31924577373211965,0.36339831248181553,0.3043351760256037,0.33226651149258074
Zip,33056,Florida,NA,2532,3837,2543,8912,1774,1340,712,3826,251875221,282392295,189268237,723535753,199650.5,0.7006319115323855,0.3492311701850404,0.2799842705465985,0.42930879712746856,0.46366962885520124,0.35023523261892314,0.1860951385258756
Zip,33060,Florida,NA,2767,2122,4107,8996,2005,418,3307,5730,212741708,83047302,1398831850,1694620860,286468.5,0.724611492591254,0.19698397737983034,0.8052106160214269,0.6369497554468653,0.349912739965096,0.07294938917975567,0.5771378708551483
Zip,33062,Florida,NA,3380,5267,10581,19228,1497,2750,4227,8474,234231307,648883517,2664189216,3547304040,289224.5,0.4428994082840237,0.5221188532371369,0.3994896512616955,0.4407114624505929,0.17665801274486664,0.32452206750059004,0.4988199197545433
Zip,33064,Florida,NA,6201,9905,2805,18911,579,951,1242,2772,85320112,468669990,1753589760,2307579862,603712,0.09337203676826318,0.09601211509338718,0.44278074866310163,0.1465813547670668,0.20887445887445888,0.3430735930735931,0.44805194805194803
Zip,33069,Florida,NA,6976,4249,947,12172,257,38,3,298,30329919,6658514,925361,37913794,119188,0.03684059633027523,0.00894328077194634,0.0031678986272439284,0.02448241866579034,0.8624161073825504,0.12751677852348994,0.010067114093959731
Zip,33070,Florida,NA,986,990,985,2961,803,688,875,2366,250906636,349185667,1037819809,1637912112,517814,0.8144016227180527,0.694949494949495,0.8883248730964467,0.7990543735224587,0.3393913778529163,0.2907861369399831,0.3698224852071006
Zip,33125,Florida,NA,3681,4653,550,8884,2307,1961,226,4494,370103572,583623329,116412513,1070139414,250026.5,0.6267318663406682,0.42144852783150655,0.4109090909090909,0.5058532192705988,0.513351134846462,0.436359590565198,0.05028927458834001
Zip,33126,Florida,NA,4926,5015,1752,11693,3875,3123,935,7933,560949149,685085659,280446366,1526481174,164144,0.7866423061307348,0.6227318045862412,0.533675799086758,0.6784400923629522,0.48846590192865247,0.3936720030253372,0.11786209504601033
Zip,33128,Florida,NA,471,64,36,571,268,44,21,333,37968251,13242926,14419476,65630653,137040,0.5690021231422505,0.6875,0.5833333333333334,0.5831873905429071,0.8048048048048048,0.13213213213213212,0.06306306306306306
Zip,33129,Florida,NA,485,2008,4048,6541,24,162,338,524,5764956,46939168,252897930,305602054,452252,0.049484536082474224,0.08067729083665338,0.08349802371541502,0.08011007491209295,0.04580152671755725,0.30916030534351147,0.6450381679389313
Zip,33130,Florida,NA,2804,2906,1533,7243,971,1199,870,3040,172727275,373890541,457178826,1003796642,289845,0.3462910128388017,0.41259463179628353,0.5675146771037182,0.4197155874637581,0.3194078947368421,0.3944078947368421,0.28618421052631576
Zip,33131,Florida,NA,2509,5241,7114,14864,923,3507,4291,8721,201939147,1124921678,3849423106,5176283931,389939,0.36787564766839376,0.6691471093302804,0.6031768344110205,0.5867195909580194,0.1058364866414402,0.4021327829377365,0.4920307304208233
Zip,33132,Florida,NA,1034,2751,3494,7279,217,1316,1830,3363,46941461,403938646,1406800835,1857680942,429595,0.20986460348162475,0.47837150127226463,0.5237550085861477,0.4620140129138618,0.06452572108236694,0.3913172762414511,0.54415700267618194
Zip,33133,Florida,NA,2197,1911,8052,12160,481,42,1181,1704,146582926,31016544,2278519828,2456119298,859818.5,0.21893491124260356,0.02197802197802198,0.1466716343765524,0.1401315789473684,0.2822769953051643,0.02464788732394366,0.693075117370892
Zip,33136,Florida,NA,1388,198,86,1672,235,120,65,420,42147736,36558606,50451413,129157755,232069.5,0.16930835734870317,0.6060606060606061,0.7558139534883721,0.2511961722488038,0.5595238095238095,0.2857142857142857,0.15476190476190477
Zip,33137,Florida,NA,2883,2075,3067,8025,702,1108,1376,3186,148893548,341791093,1299146944,1789831585,359475,0.24349635796045785,0.5339759036144578,0.44864688620802085,0.3970093457943925,0.22033898305084745,0.3477715003138732,0.43188951663527936
Zip,33138,Florida,NA,1802,2327,4019,8148,754,425,1679,2858,154218422,156660524,1576499996,1887378942,485185,0.4184239733629301,0.1826385904598195,0.4177656133366509,0.35076092292587135,0.2638208537438768,0.14870538838348496,0.5874737578726382
Zip,33139,Florida,NA,8448,7606,7323,23377,8123,5776,5882,19781,1834878480,2255853812,12716717319,16807449611,340592,0.9615293560606061,0.7594004733105443,0.8032227229277619,0.8461735894255037,0.4106465800515646,0.29199737121480207,0.2973560487336333
Zip,33140,Florida,NA,2381,6446,6097,14924,2113,2961,3821,8895,465254492,1216975034,9661448479,11343678005,479463,0.8874422511549769,0.4593546385355259,0.6267016565524028,0.5960198338247119,0.23754918493535696,0.33288364249578417,0.4295671725688589
Zip,33141,Florida,NA,6499,3383,4144,14026,6155,2782,3008,11945,1154123318,1018391263,4615839225,6788353806,256283,0.9470687798122788,0.8223470292639669,0.7258687258687259,0.8516326821616997,0.5152783591460862,0.23290079531184596,0.2518208455420678
Zip,33142,Florida,NA,5743,2182,1385,9310,646,474,118,1238,113473171,118279523,54353966,286106660,214897,0.1124847640605955,0.21723189734188816,0.0851985559566787,0.13297529538131042,0.5218093699515347,0.38287560581583197,0.09531502423263329
Zip,33143,Florida,NA,3625,2544,5361,11530,1197,155,414,1766,194100004,53617568,821624495,1069342067,188106,0.33020689655172414,0.06092767295597484,0.07722439843312814,0.15316565481352992,0.6778029445073612,0.08776896942242356,0.23442808607021517
Zip,33144,Florida,NA,1686,2885,1459,6030,91,111,540,742,20612802,41071757,262724257,324408816,389439.5,0.05397390272835113,0.03847487001733102,0.3701165181631254,0.1230514096185738,0.12264150943396226,0.1495956873315364,0.7277628032345014
Zip,33147,Florida,NA,3426,3433,3525,10384,305,303,374,982,38804970,54198122,91979365,184982457,184019,0.0890251021599533,0.08826099621322459,0.10609929078014184,0.09456856702619415,0.3105906313645621,0.3085539714867617,0.38085539714867617
