District Name,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,TestsTakers,TestsTaken,OneTest,TwoTests,ThreeTests,FourTests,FiveorMoreTests,Unnamed:9,Score=1,Score=2,Score=3,Score=4,Score=5,PercentScore12,PercentScore35,TotalNumofClasses,AverageClassSize,NumberofStudents,FemalePercent,MalePercent,EnglishLanguageLearnerPercent,StudentswithDisabilitiesPercent,EconomicallyDisadvantagedPercent,NumEnrolledGrades09through12,NumDropoutAllGrades,PercentDropoutAllGrades,PercentDropoutGrade09,PercentDropoutGrade10,PercentDropoutGrade11,PercentDropoutGrade12,NuminCohort,PercentGraduated,PercentStillinSchool,PercentNonGradCompleters,PercentHSEquiv,PercentDroppedOut,PercentPermanentlyExcluded,HighSchoolGraduatesNum,AttendingCollUnivNum,AttendingCollUnivPercent,PrivateTwoYearPercent,PrivateFourYearPercent,PublicTwoYearPercent,PublicFourYearPercent,MACommunityCollegePercent,MAStateUniversityPercent,UnivofMassPercent,Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,WFNum,WFPercent,StudentIncluded,CPI,SGP,IncludedInSGP,InDistrictExpenditures,TotalIndistrictFTEs,InDistrictExpendituresperPupil,TotalExpenditures,TotalPupilFTEs,TotalExpendituresperPupil,Unnamed:8,ReadingWriting,Writing,Math,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,TotalNumofTeachers,PercentofTeachersLicensedinTeachingAssignment,TotalNumofClassesinCoreAcademicAreas,PercentofCoreAcademicClassesTaughtbyTeachersWhoareHighlyQualified,StudentTeacherRatio,SalaryTotals,AverageSalary,FTECount
Hill View Montessori Charter Public (District),0.0,36.0,31.0,37.0,35.0,35.0,33.0,35.0,30.0,31.0,0.0,0.0,0.0,0.0,0.0,303.0,5.6,0.7,21.5,69.3,0.0,0.0,3.0,42.6,57.4,,,,,,,,,,,,,,,,     112,20.4,        302,57.6,42.4,3.0,12.9,15.9,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,19.0,28.0,1.0,1.0,18.0,26.0,38.0,56.0,11.0,16.0,68.0,67.3,,,,,,,,,,,,,4550000.0,9.0,3.0,7.0,45.0,14.9,95.0,31.4,55.0,20.0,77.8,97.0,84.5,15.3 to 1,,,
Hilltown Cooperative Charter Public (District),0.0,20.0,20.0,21.0,21.0,21.0,21.0,32.0,30.0,32.0,0.0,0.0,0.0,0.0,0.0,218.0,0.5,1.4,6.0,80.7,0.0,0.0,11.5,53.7,46.3,,,,,,,,,,,,,,,,      41,31.7,        218,46.8,53.2,0.0,20.2,10.6,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,38.0,75.0,8.0,16.0,30.0,59.0,11.0,22.0,2.0,4.0,51.0,90.2,,,,,,,,,,,,,4500000.0,1.0,0.5,0.0,41.0,18.8,60.0,27.5,35.0,20.0,91.6,55.0,100.0,11.0 to 1,,,
Holyoke Community Charter (District),0.0,78.0,84.0,90.0,87.0,88.0,85.0,75.0,72.0,43.0,0.0,0.0,0.0,0.0,0.0,702.0,1.7,0.4,91.2,5.0,0.0,0.0,1.7,42.5,57.5,,,,,,,,,,,,,,,,     191,25.2,        702,57.0,43.0,13.4,18.4,66.1,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,44.0,31.0,7.0,5.0,37.0,26.0,69.0,49.0,29.0,20.0,142.0,64.8,,,,,,,,,,,,,4530000.0,184.0,26.2,108.0,123.0,17.5,540.0,76.9,489.0,53.0,72.2,143.0,92.3,13.4 to 1,,,
Innovation Academy Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,59.0,90.8,0.0,49.2,20.3,30.5,20.3,8.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Innovation Academy Charter (District),0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,110.0,98.0,100.0,94.0,0.0,802.0,4.1,7.4,7.2,76.9,0.0,0.0,4.4,48.0,52.0,,,,,,,,,,,,,,,,     481,18.1,        793,52.0,48.0,2.8,18.9,9.0,     388,       2,0.5,1.1,1.0,0.0,0.0,        96,90.6,4.2,0.0,4.2,1.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,155.0,53.0,24.0,8.0,131.0,45.0,118.0,40.0,20.0,7.0,293.0,79.7,,,,,,,,,,585.0,,570.0,4350000.0,46.0,5.7,16.0,152.0,19.0,237.0,29.6,79.0,73.0,85.0,360.0,96.1,10.8 to 1,,,
KIPP Academy Boston Charter School (District),0.0,62.0,75.0,74.0,73.0,0.0,62.0,70.0,74.0,68.0,0.0,0.0,0.0,0.0,0.0,558.0,69.2,0.4,28.9,0.4,0.0,0.0,1.3,53.4,46.6,,,,,,,,,,,,,,,,      78,37.9,        503,45.1,54.9,32.6,22.7,60.6,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,17.0,1.0,1.0,22.0,16.0,64.0,48.0,47.0,35.0,134.0,57.3,,,,,,,,,,,,,4630000.0,297.0,53.2,168.0,110.0,19.7,463.0,83.0,367.0,47.0,44.7,73.0,69.9,10.7 to 1,,,
KIPP Academy Lynn Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,59.0,79.7,0.0,44.1,16.9,39.0,16.9,18.6,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIPP Academy Lynn Charter (District),0.0,122.0,122.0,122.0,0.0,0.0,122.0,122.0,122.0,121.0,131.0,127.0,113.0,112.0,0.0,1336.0,20.5,3.2,66.6,6.4,0.2,0.0,3.1,49.9,50.1,     168,     273,      85,      62,      20,       1,       0,,      68,     100,      66,      28,      11,61.5,38.5,     363,23.4,"      1,191",51.0,49.0,28.0,13.1,46.8,     465,       2,0.4,0.0,0.0,0.9,1.1,        96,87.5,10.4,0.0,0.0,2.1,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,183.0,52.0,31.0,9.0,152.0,43.0,130.0,37.0,40.0,11.0,353.0,80.3,,,,,,,,,,,,,4290000.0,974.0,72.9,371.0,172.0,12.9,928.0,69.5,687.0,100.0,56.2,305.0,72.5,12.0 to 1,,,
Lawrence Family Development Charter (District),84.0,85.0,83.0,84.0,83.0,82.0,82.0,52.0,54.0,48.0,0.0,0.0,0.0,0.0,0.0,737.0,0.8,0.0,98.4,0.8,0.0,0.0,0.0,45.7,54.3,,,,,,,,,,,,,,,,     320,18.1,        714,53.2,46.8,26.5,7.1,53.2,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,60.0,56.0,15.0,14.0,45.0,42.0,36.0,34.0,11.0,10.0,107.0,79.2,,,,,,,,,,,,,4540000.0,595.0,80.7,212.0,46.0,6.2,543.0,73.7,440.0,60.0,88.2,273.0,71.4,12.0 to 1,,,
Libertas Academy Charter School (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,12.2,0.0,84.4,2.2,0.0,0.0,1.1,54.4,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35140000.0,40.0,44.4,39.0,16.0,17.8,76.0,84.4,71.0,,,,,,,,
Lowell Community Charter Public (District),41.0,96.0,94.0,92.0,96.0,89.0,80.0,79.0,82.0,65.0,0.0,0.0,0.0,0.0,0.0,814.0,26.8,19.9,46.8,3.1,0.0,0.0,3.4,49.0,51.0,,,,,,,,,,,,,,,,     238,21.5,        808,51.5,48.5,48.9,17.2,43.1,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,39.0,25.0,8.0,5.0,31.0,20.0,82.0,54.0,32.0,21.0,153.0,63.6,,,,,,,,,,,,,4560000.0,595.0,73.1,431.0,124.0,15.2,646.0,79.4,395.0,61.0,98.4,238.0,97.9,13.4 to 1,,,
Lowell Middlesex Academy Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,13.0,50.0,0.0,15.4,84.6,0.0,84.6,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lowell Middlesex Academy Charter (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,24.0,18.0,0.0,91.0,2.2,23.1,37.4,31.9,0.0,0.0,5.5,54.9,45.1,,,,,,,,,,,,,,,,     150,12.3,        105,49.5,50.5,1.0,28.6,66.7,      94,      31,33.0,23.1,33.3,68.8,18.2,        50,14.0,26.0,0.0,10.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4580000.0,6.0,6.6,4.0,26.0,28.6,68.0,74.7,63.0,10.0,57.1,96.0,97.9,9.0 to 1,,,
MATCH Charter Public School (District),53.0,94.0,95.0,96.0,96.0,96.0,90.0,96.0,92.0,96.0,91.0,83.0,72.0,75.0,0.0,1225.0,47.0,0.9,46.9,2.4,0.6,0.1,2.1,47.8,52.2,      92,     154,      52,      22,      14,       4,       0,,      36,      58,      37,      14,       9,61.0,39.0,     335,20.8,"      1,122",52.4,47.6,34.9,18.8,55.8,     307,       2,0.7,1.1,1.4,0.0,0.0,        60,63.3,36.7,0.0,0.0,0.0,0.0,43.0,39.0,90.7,0.0,28.2,23.1,48.7,23.1,20.5,28.2,SCIENCE AND TECH/ENG,79.0,33.0,24.0,10.0,55.0,23.0,87.0,36.0,76.0,31.0,242.0,61.2,,,,,,,,,,474.0,,520.0,4690000.0,750.0,61.2,374.0,260.0,21.2,955.0,78.0,728.0,85.0,66.4,274.0,77.0,13.5 to 1,,,
Ma Academy for Math and Science,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.0,0.0,96.0,1.0,45.8,3.1,40.6,0.0,0.0,9.4,50.0,50.0,      39,      74,      20,       8,       7,       3,       1,,       1,       8,       9,      24,      32,12.2,87.8,      24,16.3,         49,49.0,51.0,0.0,0.0,2.0,      97,       0,0.0,,,0.0,0.0,        49,100.0,0.0,0.0,0.0,0.0,0.0,46.0,43.0,93.5,0.0,60.5,0.0,39.5,0.0,0.0,30.2,,,,,,,,,,,,,,,,,,,,,,,696.0,,750.0,4680000.0,0.0,0.0,0.0,0.0,0.0,4.0,4.2,4.0,7.0,100.0,24.0,100.0,14.0 to 1,,,
Marblehead Community Charter Public (District),0.0,0.0,0.0,0.0,0.0,51.0,50.0,51.0,41.0,36.0,0.0,0.0,0.0,0.0,0.0,229.0,4.4,4.4,1.3,86.5,0.9,0.0,2.6,60.7,39.3,,,,,,,,,,,,,,,,      96,20.3,        230,43.0,57.0,4.3,25.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,60.0,70.0,27.0,31.0,33.0,38.0,23.0,27.0,3.0,3.0,86.0,88.1,,,,,,,,,,,,,4640000.0,1.0,0.4,1.0,54.0,23.6,76.0,33.2,24.0,22.0,79.0,78.0,89.7,10.5 to 1,,,
Martha's Vineyard Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martha's Vineyard Charter (District),0.0,15.0,13.0,17.0,15.0,17.0,21.0,20.0,19.0,14.0,5.0,6.0,9.0,13.0,0.0,184.0,3.3,1.1,10.3,73.9,2.2,0.0,9.2,45.7,54.3,       7,,,,,,,,,,,,,0.0,0.0,      76,16.3,        183,56.8,43.2,3.8,27.9,27.9,      37,       1,2.7,,0.0,0.0,8.3,        15,80.0,6.7,6.7,0.0,6.7,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,20.0,57.0,7.0,20.0,13.0,37.0,13.0,37.0,2.0,6.0,35.0,83.6,,,,,,,,,,555.0,,482.0,4660000.0,11.0,6.0,9.0,48.0,26.1,99.0,53.8,54.0,19.0,81.7,70.0,95.7,9.2 to 1,,,
Martin Luther King Jr. Charter School of Excellence (District),0.0,64.0,59.0,60.0,59.0,59.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,37.1,1.7,53.7,2.5,0.0,0.0,5.0,47.9,52.1,,,,,,,,,,,,,,,,     144,19.8,        357,49.0,51.0,16.2,21.8,69.7,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,25.0,42.0,5.0,8.0,20.0,33.0,32.0,53.0,3.0,5.0,60.0,76.7,,,,,,,,,,,,,4920000.0,78.0,21.6,73.0,74.0,20.5,287.0,79.5,258.0,38.0,81.4,101.0,63.4,9.7 to 1,,,
Massachusetts Virtual Academy at Greenfield Commonwealth Virtual District,,,,,,,,,,,,,,,,,,,,,,,,,,       1,,,,,,,,,,,,,0.0,0.0,       0,0.0,          0,0.0,0.0,0.0,0.0,0.0,     237,      59,24.9,33.3,25.3,13.7,20.0,        57,31.6,21.1,1.8,10.5,35.1,0.0,11.0,,,,,,,,,,SCIENCE AND TECH/ENG,36.0,30.0,9.0,7.0,27.0,22.0,57.0,47.0,28.0,23.0,121.0,65.5,,,,,,,,,,567.0,,555.0,,,,,,,,,,,,,,,,,
Minuteman Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,134.0,126.0,133.0,0.0,538.0,4.1,4.3,9.1,79.4,0.2,0.0,3.0,63.0,36.6,      16,      21,      11,       5,       0,       0,       0,,       3,       4,       4,       6,       4,33.3,66.7,     425,11.8,        570,32.8,67.0,1.1,47.2,24.2,     582,      12,2.1,0.0,1.5,4.9,1.7,       167,92.2,3.0,0.6,0.0,4.2,0.0,163.0,94.0,57.7,0.0,28.7,43.6,27.7,42.6,6.4,14.9,SCIENCE AND TECH/ENG,91.0,79.0,32.0,28.0,59.0,51.0,23.0,20.0,1.0,1.0,115.0,93.7,,,"      $19,960,798.00",        616.8,"         $32,361.86","      $19,968,898.00",        618.4,"         $32,291.23",,533.0,,511.0,8300000.0,32.0,5.9,8.0,273.0,50.7,331.0,61.5,128.0,73.0,98.6,231.0,99.1,8.0 to 1,"      $6,647,808","  $87,471",     76
Montachusett Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,382.0,337.0,331.0,0.0,1424.0,1.7,1.1,14.3,79.2,0.1,0.0,3.6,52.5,47.1,     120,     148,      92,      28,       0,       0,       0,,      26,      57,      41,      16,       8,56.1,43.9,     788,18.4,"      1,410",45.2,54.6,0.4,13.8,21.9,"   1,429",       4,0.3,0.0,0.3,0.3,0.6,       356,98.0,1.1,0.0,0.0,0.8,0.0,316.0,170.0,53.8,0.0,17.1,48.8,34.1,47.6,26.5,2.9,SCIENCE AND TECH/ENG,261.0,77.0,75.0,22.0,186.0,55.0,68.0,20.0,8.0,2.0,337.0,91.2,,,"      $27,042,231.00","      1,396.6","         $19,362.90","      $27,407,647.00","      1,461.7","         $18,750.53",,527.0,,515.0,8320000.0,58.0,4.1,9.0,215.0,15.1,522.0,36.7,370.0,112.0,100.0,322.0,100.0,12.8 to 1,"      $8,826,043","  $78,107",    113
Mystic Valley Regional Charter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,86.0,89.6,0.0,44.2,9.3,46.5,9.3,23.3,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mystic Valley Regional Charter (District),0.0,156.0,127.0,128.0,127.0,148.0,150.0,149.0,128.0,93.0,91.0,96.0,89.0,89.0,0.0,1571.0,17.3,19.6,9.3,49.3,0.3,0.0,4.3,49.9,50.1,,,,,,,,,,,,,,,,     755,22.8,"      1,479",51.7,48.3,1.8,13.7,16.0,     387,       0,0.0,0.0,0.0,0.0,0.0,        96,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,189.0,57.0,79.0,24.0,110.0,33.0,117.0,35.0,27.0,8.0,333.0,81.1,,,,,,,,,,559.0,,579.0,4700000.0,608.0,38.7,39.0,200.0,12.7,492.0,31.3,301.0,103.0,66.0,612.0,89.2,14.4 to 1,,,
Nashoba Valley Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,176.0,176.0,169.0,1.0,698.0,1.1,1.6,5.0,89.4,0.6,0.0,2.3,58.3,41.7,      82,     137,      50,      12,      17,       3,       0,,      49,      55,      24,       6,       3,75.9,24.1,     403,13.7,        710,40.8,59.0,0.0,34.1,18.6,     732,       2,0.3,0.6,0.0,0.6,0.0,       188,99.5,0.5,0.0,0.0,0.0,0.0,162.0,91.0,56.2,0.0,15.4,50.5,34.1,49.5,22.0,9.9,SCIENCE AND TECH/ENG,134.0,80.0,45.0,27.0,89.0,53.0,29.0,17.0,4.0,2.0,167.0,91.9,,,"      $13,148,847.00",        714.8,"         $18,395.14","      $13,172,102.00",        716.9,"         $18,373.69",,512.0,,510.0,8520000.0,8.0,1.1,3.0,268.0,38.4,357.0,51.1,141.0,63.0,98.4,207.0,97.1,11.6 to 1,"      $4,140,062","  $71,504",     58
Neighborhood House Charter (District),38.0,38.0,40.0,40.0,44.0,45.0,64.0,63.0,56.0,58.0,47.0,0.0,0.0,0.0,0.0,533.0,52.9,2.4,17.1,21.2,0.8,0.0,5.6,50.3,49.7,,,,,,,,,,,,,,,,     115,33.3,        465,49.7,50.3,8.0,18.3,33.3,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,44.0,40.0,17.0,15.0,27.0,25.0,58.0,53.0,8.0,7.0,110.0,75.7,,,,,,,,,,,,,4440000.0,121.0,22.7,43.0,83.0,15.6,285.0,53.5,206.0,50.0,61.3,93.0,100.0,9.1 to 1,,,
New Heights Charter School of Brockton (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,108.0,108.0,99.0,0.0,0.0,0.0,0.0,422.0,88.4,1.2,8.1,1.7,0.2,0.0,0.5,49.8,50.2,,,,,,,,,,,,,,,,      72,27.2,        302,48.3,51.7,10.3,7.9,38.1,,,,,,,,,,,,,,,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,12.0,0.0,0.0,12.0,12.0,49.0,49.0,39.0,39.0,100.0,51.5,,,,,,,,,,,,,35130000.0,48.0,11.4,44.0,46.0,10.9,217.0,51.4,166.0,22.0,69.2,81.0,18.5,14.2 to 1,,,
New Liberty Charter School of Salem (District),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northampton-Smith Vocational Agricultural,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,127.0,132.0,110.0,0.0,498.0,1.2,0.8,15.5,80.7,0.0,0.0,1.8,58.0,42.0,       2,,,,,,,,,,,,,0.0,0.0,     341,12.1,        485,38.8,61.2,2.5,34.4,30.3,     486,       5,1.0,1.6,0.0,0.0,2.7,       115,91.3,1.7,0.9,0.9,5.2,0.0,85.0,35.0,41.2,0.0,25.7,60.0,14.3,60.0,8.6,0.0,SCIENCE AND TECH/ENG,80.0,69.0,12.0,10.0,68.0,59.0,31.0,27.0,5.0,4.0,116.0,86.4,,,"      $10,064,347.00",        465.9,"         $21,601.95","      $10,064,347.00",        465.9,"         $21,601.95",,480.0,,464.0,4060000.0,21.0,4.2,5.0,190.0,38.2,284.0,57.0,172.0,50.0,92.0,133.0,100.0,9.7 to 1,"      $3,166,123","  $60,654",     52
Northeast Metropolitan Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,320.0,301.0,294.0,0.0,1246.0,2.7,1.4,30.3,63.5,0.0,0.2,1.9,53.5,46.5,,,,,,,,,,,,,,,,     894,19.3,"      1,261",45.4,54.6,1.8,21.3,30.8,"   1,261",       2,0.2,0.0,0.0,0.6,0.0,       297,99.0,0.3,0.0,0.0,0.3,0.3,298.0,142.0,47.7,0.0,18.3,59.2,22.5,57.7,14.1,7.7,SCIENCE AND TECH/ENG,200.0,67.0,45.0,15.0,155.0,52.0,98.0,33.0,0.0,0.0,298.0,88.2,,,"      $25,666,218.00","      1,231.2","         $20,846.51","      $25,692,518.00","      1,233.2","         $20,834.02",,476.0,,477.0,8530000.0,215.0,17.3,49.0,270.0,21.7,640.0,51.4,446.0,112.0,97.9,243.0,99.6,11.3 to 1,"      $9,359,306","  $85,551",    109
Northern Berkshire Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,137.0,114.0,108.0,0.0,488.0,0.8,0.0,1.6,94.1,0.2,0.0,3.3,62.9,37.1,      39,      52,      28,       9,       2,       0,       0,,      25,      16,       9,       2,       0,78.8,21.2,     417,13.6,        483,37.7,62.3,0.0,15.5,31.5,     484,       0,0.0,0.0,0.0,0.0,0.0,       122,91.8,5.7,0.0,0.0,2.5,0.0,115.0,49.0,42.6,0.0,18.4,40.8,40.8,36.7,34.7,2.0,SCIENCE AND TECH/ENG,80.0,78.0,29.0,28.0,51.0,50.0,21.0,20.0,2.0,2.0,103.0,91.5,,,"      $10,122,493.00",        445.4,"         $22,726.75","      $10,122,493.00",        445.4,"         $22,726.75",,525.0,,507.0,8510000.0,0.0,0.0,0.0,90.0,18.4,211.0,43.2,168.0,47.0,93.6,130.0,100.0,10.4 to 1,"      $4,029,772","  $73,536",     55
Old Colony Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,149.0,133.0,119.0,0.0,538.0,1.9,0.7,1.9,94.1,0.2,0.0,1.3,63.4,36.6,,,,,,,,,,,,,,,,     343,15.9,        540,38.1,61.9,0.2,22.6,18.1,     546,       3,0.5,0.0,0.0,0.8,1.5,       135,97.8,0.0,0.0,0.7,1.5,0.0,142.0,66.0,46.5,1.5,25.8,56.1,16.7,53.0,7.6,7.6,SCIENCE AND TECH/ENG,97.0,75.0,10.0,8.0,87.0,67.0,28.0,22.0,4.0,3.0,129.0,89.9,,,"      $10,599,009.00",        551.1,"         $19,232.46","      $10,603,059.00",        551.9,"         $19,211.92",,524.0,,524.0,8550000.0,1.0,0.2,1.0,135.0,25.1,203.0,37.7,103.0,54.0,96.3,104.0,89.4,10.1 to 1,"      $4,014,690","  $73,935",     54
Old Sturbridge Academy Charter Public School (District),0.0,40.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,6.9,0.6,10.6,81.9,0.0,0.0,0.0,53.8,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35150000.0,9.0,5.6,9.0,15.0,9.4,64.0,40.0,44.0,,,,,,,,
Pathfinder Regional Vocational Technical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,170.0,138.0,139.0,1.0,614.0,0.5,0.7,5.5,89.9,0.2,0.0,3.3,62.4,37.6,      47,      60,      36,       9,       2,       0,       0,,      20,      34,       6,       0,       0,90.0,10.0,     470,12.4,        607,39.2,60.8,0.0,25.0,34.3,     617,      10,1.6,1.1,1.9,1.4,2.2,       132,93.9,3.8,0.8,0.0,1.5,0.0,126.0,51.0,40.5,0.0,13.7,78.4,7.8,74.5,3.9,0.0,SCIENCE AND TECH/ENG,77.0,55.0,7.0,5.0,70.0,50.0,59.0,42.0,3.0,2.0,139.0,82.2,,,"      $13,950,898.00",        610.0,"         $22,870.33","      $14,025,725.00",        621.0,"         $22,585.71",,496.0,,499.0,8600000.0,1.0,0.2,0.0,173.0,28.2,334.0,54.4,233.0,77.0,97.4,207.0,99.0,8.0 to 1,"      $5,384,049","  $75,301",     72
Paulo Freire Social Justice Charter School (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,71.0,69.0,64.0,0.0,270.0,3.7,0.0,89.6,6.3,0.0,0.4,0.0,45.2,54.8,,,,,,,,,,,,,,,,     177,14.7,        339,54.0,46.0,10.9,17.7,70.5,     328,       3,0.9,1.9,0.0,1.6,0.0,        73,83.6,11.0,0.0,0.0,5.5,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,21.0,37.0,3.0,5.0,18.0,32.0,29.0,51.0,7.0,12.0,57.0,72.8,,,,,,,,,,497.0,,471.0,35010000.0,81.0,30.0,35.0,44.0,16.3,214.0,79.3,197.0,36.0,52.6,108.0,91.7,9.2 to 1,,,
Phoenix Academy Public Charter High School Springfield (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,21.0,15.0,31.0,0.0,203.0,24.1,1.5,64.0,4.4,0.5,0.0,5.4,52.2,47.8,,,,,,,,,,,,,,,,      55,16.1,        170,44.7,55.3,17.1,33.5,79.4,     193,     105,54.4,64.9,22.2,44.8,8.3,        71,12.7,26.8,0.0,1.4,59.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35080000.0,38.0,18.7,24.0,65.0,32.0,185.0,91.1,174.0,12.0,50.4,72.0,33.3,16.2 to 1,,,
Phoenix Charter Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix Charter Academy (District),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,24.0,13.0,28.0,0.0,197.0,13.7,1.0,78.7,6.1,0.5,0.0,0.0,54.3,45.7,      10,      15,       5,       5,       0,       0,       0,,      13,       0,       2,       0,       0,86.7,13.3,      79,19.1,        211,38.9,61.1,62.1,12.8,33.2,     170,      58,34.1,46.9,0.0,23.5,4.0,        67,14.9,14.9,0.0,11.9,58.2,0.0,,,,,,,,,,,SCIENCE AND TECH/ENG,3.0,27.0,0.0,0.0,3.0,27.0,8.0,73.0,0.0,0.0,11.0,72.7,,,,,,,,,,,,,4930000.0,146.0,74.1,120.0,18.0,9.1,175.0,88.8,85.0,14.0,42.3,59.0,45.8,12.0 to 1,,,
Pioneer Charter School of Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,49.0,90.7,0.0,28.6,22.4,49.0,22.4,12.2,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
