,SchoolCode,PK,K,1,2,3,4,5,6,7,8,9,10,11,12,SP,Total,ORGCODE,AfricanAmerican,Asian,Hispanic,White,NativeAmerican,"NativeHawaiian,PacificIslander","MultiRace,NonHispanic",Males,Females,HighSchoolGraduates(Num),AttendingColl./Univ.(Num),AttendingColl./Univ.(Percent),PrivateTwoYear(Percent),PrivateFourYear(Percent),PublicTwoYear(Percent),PublicFourYear(Percent),MACommunityCollege(Percent),MAStateUniversity(Percent),Univ.ofMass.(Percent),Subject,P+ANum,P+APercent,ANum,APercent,PNum,PPercent,NINum,NIPercent,W/FNum,W/FPercent,StudentIncluded,CPI,SGP,IncludedInSGP,TestsTaken,Reading/Writing,Writing,Math,Students,StudentsDisciplined,PercentInSchoolSuspension,PercentOutofSchoolSuspension,PercentExpulsion,PercentRemovedtoAlternateSetting,PercentEmergencyRemoval,Unnamed:9,ORGCODEUnnamed:1_level_1,FirstLanguageNotEnglishNum,FirstLanguageNotEnglishPercent,EnglishLanguageLearnerNum,EnglishLanguageLearnerPercent,StudentsWithDisabilitiesNum,StudentsWithDisabilitiesPercent,HighNeedsNum,HighNeedsPercent,EconomicallyDisadvantagedNum,EconomicallyDisadvantagedPercent,Town,School
Springfield - Mary M Lynch,2810140.0,0.0,54.0,46.0,43.0,50.0,42.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0, 02810140,20.3,1.5,65.4,10.9,0.0,0.0,1.9,46.2,53.8,,,,,,,,,,,SCIENCE AND TECH/ENG,9.0,27.0,4.0,12.0,5.0,15.0,16.0,48.0,8.0,24.0,33.0,62.9,,,,,,,     278,12.0,1.4,2.9,0.0,0.0,0.0,,2810140.0,38.0,14.3,15.0,5.6,34.0,12.8,232.0,87.2,226.0,85.0,Springfield,Mary M Lynch
Springfield - Homer Street,2810085.0,0.0,64.0,72.0,69.0,74.0,91.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.0, 02810085,26.8,1.4,62.6,7.7,0.0,0.0,1.6,52.9,47.1,,,,,,,,,,,SCIENCE AND TECH/ENG,24.0,44.0,9.0,16.0,15.0,27.0,25.0,45.0,6.0,11.0,55.0,72.7,,,,,,,     499,5.0,,,,,,,2810085.0,120.0,27.0,82.0,18.5,66.0,14.9,401.0,90.3,384.0,86.5,Springfield,Homer Street
Springfield - Frank H Freedman,2810075.0,0.0,66.0,64.0,50.0,55.0,62.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0, 02810075,25.0,0.9,58.5,11.9,0.3,0.0,3.4,56.8,43.2,,,,,,,,,,,SCIENCE AND TECH/ENG,8.0,22.0,1.0,3.0,7.0,19.0,21.0,57.0,8.0,22.0,37.0,64.2,,,,,,,     365,12.0,0.0,3.3,0.0,0.0,0.0,,2810075.0,53.0,15.1,36.0,10.2,64.0,18.2,283.0,80.4,271.0,77.0,Springfield,Frank H Freedman
Springfield - Lincoln,2810120.0,0.0,69.0,68.0,64.0,66.0,75.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0, 02810120,9.4,0.5,85.6,3.2,0.2,0.0,1.0,56.2,43.8,,,,,,,,,,,SCIENCE AND TECH/ENG,7.0,15.0,3.0,6.0,4.0,9.0,23.0,49.0,17.0,36.0,47.0,51.1,,,,,,,     453,7.0,0.7,1.3,0.0,0.0,0.0,,2810120.0,163.0,40.3,116.0,28.7,52.0,12.9,379.0,93.8,366.0,90.6,Springfield,Lincoln
Springfield - Mary O Pottenger,2810145.0,0.0,70.0,59.0,66.0,81.0,89.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0, 02810145,12.9,2.4,70.4,12.5,0.2,0.0,1.6,52.5,47.5,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,19.0,2.0,3.0,9.0,16.0,28.0,48.0,19.0,33.0,58.0,55.6,,,,,,,     493,7.0,0.2,1.2,0.0,0.0,0.0,,2810145.0,85.0,20.0,61.0,14.4,69.0,16.2,322.0,75.8,300.0,70.6,Springfield,Mary O Pottenger
Springfield - Daniel B Brunton,2810035.0,0.0,80.0,76.0,79.0,77.0,78.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0, 02810035,19.5,0.9,62.4,14.6,0.0,0.2,2.4,48.1,51.9,,,,,,,,,,,SCIENCE AND TECH/ENG,37.0,55.0,17.0,25.0,20.0,30.0,25.0,37.0,5.0,7.0,67.0,81.0,,,,,,,     527,13.0,0.2,2.5,0.0,0.0,0.0,,2810035.0,105.0,22.5,69.0,14.8,72.0,15.5,374.0,80.3,353.0,75.8,Springfield,Daniel B Brunton
Springfield - White Street,2810190.0,0.0,80.0,80.0,77.0,70.0,68.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0, 02810190,20.4,3.7,65.4,8.3,0.0,0.0,2.2,49.1,50.9,,,,,,,,,,,SCIENCE AND TECH/ENG,16.0,26.0,6.0,10.0,10.0,16.0,30.0,49.0,15.0,25.0,61.0,63.1,,,,,,,     520,21.0,0.8,3.8,0.0,0.0,0.0,,2810190.0,146.0,32.0,90.0,19.7,66.0,14.5,412.0,90.4,394.0,86.4,Springfield,White Street
Springfield - Warner,2810180.0,35.0,33.0,39.0,49.0,45.0,47.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0, 02810180,22.1,2.1,56.6,15.2,0.3,0.3,3.4,51.4,48.6,,,,,,,,,,,SCIENCE AND TECH/ENG,11.0,34.0,2.0,6.0,9.0,28.0,18.0,56.0,3.0,9.0,32.0,72.7,,,,,,,     324,5.0,,,,,,,2810180.0,44.0,15.2,21.0,7.2,41.0,14.1,230.0,79.3,212.0,73.1,Springfield,Warner
Springfield - Washington,2810185.0,50.0,68.0,48.0,57.0,57.0,72.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0, 02810185,17.3,7.2,60.4,11.5,0.0,0.2,3.4,55.2,44.8,,,,,,,,,,,SCIENCE AND TECH/ENG,15.0,25.0,1.0,2.0,14.0,24.0,31.0,53.0,13.0,22.0,59.0,62.7,,,,,,,     513,11.0,0.0,2.1,0.0,0.0,0.0,,2810185.0,132.0,31.7,75.0,18.0,70.0,16.8,361.0,86.6,323.0,77.5,Springfield,Washington
Springfield - Frederick Harris,2810080.0,50.0,111.0,99.0,87.0,89.0,92.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0, 02810080,19.7,4.4,53.0,18.5,0.2,0.0,4.3,50.9,49.1,,,,,,,,,,,SCIENCE AND TECH/ENG,29.0,47.0,9.0,15.0,20.0,32.0,21.0,34.0,12.0,19.0,62.0,78.6,,,,,,,     700,23.0,2.1,2.0,0.0,0.0,0.0,,2810080.0,150.0,23.7,84.0,13.2,121.0,19.1,486.0,76.7,456.0,71.9,Springfield,Frederick Harris
Springfield - Milton Bradley School,2810023.0,51.0,87.0,91.0,88.0,81.0,88.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0, 02810023,18.2,0.6,77.8,2.4,0.0,0.0,1.1,50.8,49.2,,,,,,,,,,,SCIENCE AND TECH/ENG,14.0,22.0,2.0,3.0,12.0,18.0,24.0,37.0,27.0,42.0,65.0,58.5,,,,,,,     690,24.0,0.0,3.5,0.0,0.0,0.0,,2810023.0,168.0,30.8,110.0,20.2,113.0,20.7,513.0,94.1,504.0,92.5,Springfield,Milton Bradley School
Springfield - Thomas M Balliet,2810015.0,52.0,33.0,45.0,45.0,46.0,46.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0, 02810015,24.5,1.3,59.7,11.3,0.0,0.0,3.1,50.6,49.4,,,,,,,,,,,SCIENCE AND TECH/ENG,6.0,17.0,2.0,6.0,4.0,11.0,22.0,61.0,8.0,22.0,36.0,55.6,,,,,,,     380,17.0,2.4,3.2,0.0,0.0,0.0,,2810015.0,34.0,10.7,13.0,4.1,61.0,19.2,241.0,75.8,222.0,69.8,Springfield,Thomas M Balliet
Springfield - Elias Brookings,2810030.0,52.0,40.0,53.0,51.0,39.0,62.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0, 02810030,23.0,0.3,67.1,7.0,0.9,0.0,1.7,52.2,47.8,,,,,,,,,,,SCIENCE AND TECH/ENG,17.0,35.0,6.0,13.0,11.0,23.0,14.0,29.0,17.0,35.0,48.0,69.3,,,,,,,     428,8.0,0.0,1.9,0.0,0.0,0.0,,2810030.0,87.0,25.4,54.0,15.7,103.0,30.0,298.0,86.9,282.0,82.2,Springfield,Elias Brookings
Springfield - Mary A. Dryden Veterans Memorial School,2810125.0,56.0,42.0,51.0,54.0,62.0,54.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.0, 02810125,13.5,7.0,52.8,23.2,0.0,0.3,3.2,49.6,50.4,,,,,,,,,,,SCIENCE AND TECH/ENG,12.0,36.0,5.0,15.0,7.0,21.0,20.0,61.0,1.0,3.0,33.0,78.0,,,,,,,     380,8.0,0.8,1.3,0.0,0.0,0.0,,2810125.0,69.0,18.6,31.0,8.4,60.0,16.2,260.0,70.1,233.0,62.8,Springfield,Mary A. Dryden Veterans Memorial School
Springfield - Alfred G. Zanetti Montessori Magnet School,2810095.0,75.0,47.0,50.0,43.0,46.0,36.0,39.0,39.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,434.0, 02810095,24.9,0.0,50.9,20.7,0.0,0.0,3.5,46.8,53.2,,,,,,,,,,,SCIENCE AND TECH/ENG,39.0,59.0,10.0,15.0,29.0,44.0,22.0,33.0,5.0,8.0,66.0,82.6,,,,,,,     418,2.0,,,,,,,2810095.0,24.0,5.5,11.0,2.5,22.0,5.1,181.0,41.7,167.0,38.5,Springfield,Alfred G. Zanetti Montessori Magnet School
Springfield - Indian Orchard Elementary,2810100.0,83.0,74.0,84.0,103.0,103.0,84.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0, 02810100,17.4,1.7,64.6,13.6,0.2,0.0,2.5,53.0,47.0,,,,,,,,,,,SCIENCE AND TECH/ENG,21.0,34.0,1.0,2.0,20.0,32.0,25.0,40.0,16.0,26.0,62.0,64.9,,,,,,,     766,8.0,0.0,1.0,0.0,0.0,0.0,,2810100.0,112.0,17.6,69.0,10.8,137.0,21.5,551.0,86.4,520.0,81.5,Springfield,Indian Orchard Elementary
Springfield - Sumner Avenue,2810160.0,90.0,65.0,86.0,88.0,91.0,95.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0, 02810160,19.5,5.9,60.6,10.4,0.2,0.0,3.4,54.8,45.2,,,,,,,,,,,SCIENCE AND TECH/ENG,28.0,36.0,7.0,9.0,21.0,27.0,37.0,48.0,12.0,16.0,77.0,72.1,,,,,,,     720,7.0,0.1,1.0,0.0,0.0,0.0,,2810160.0,172.0,29.2,100.0,17.0,167.0,28.4,512.0,86.9,457.0,77.6,Springfield,Sumner Avenue
Springfield - German Gerena Community School,2810195.0,125.0,109.0,104.0,101.0,91.0,99.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0, 02810195,14.3,0.7,79.4,4.3,0.0,0.0,1.3,47.9,52.1,,,,,,,,,,,SCIENCE AND TECH/ENG,23.0,26.0,5.0,6.0,18.0,20.0,45.0,51.0,20.0,23.0,88.0,64.2,,,,,,,     826,16.0,0.0,1.9,0.0,0.0,0.0,,2810195.0,244.0,33.9,151.0,21.0,143.0,19.9,622.0,86.4,592.0,82.2,Springfield,German Gerena Community School
Springfield - Rebecca M Johnson,2810055.0,142.0,81.0,108.0,97.0,118.0,97.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,749.0, 02810055,26.4,0.3,66.1,4.9,0.0,0.0,2.3,51.5,48.5,,,,,,,,,,,SCIENCE AND TECH/ENG,26.0,25.0,7.0,7.0,19.0,18.0,65.0,63.0,13.0,13.0,104.0,69.2,,,,,,,     923,7.0,0.2,0.5,0.0,0.0,0.0,,2810055.0,184.0,24.6,93.0,12.4,193.0,25.8,686.0,91.6,659.0,88.0,Springfield,Rebecca M Johnson
Springfield - Margaret C Ells,2810060.0,157.0,52.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0, 02810060,23.3,1.7,62.5,10.0,0.4,0.0,2.1,62.1,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     310,1.0,,,,,,,2810060.0,27.0,11.3,13.0,5.4,122.0,50.8,199.0,82.9,183.0,76.3,Springfield,Margaret C Ells
Springfield - Early Childhood Education Center,2810001.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0, 02810001,20.0,0.0,68.8,8.8,0.6,0.0,1.8,64.7,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,     232,0.0,,,,,,,2810001.0,39.0,22.9,6.0,3.5,92.0,54.1,154.0,90.6,136.0,80.0,Springfield,Early Childhood Education Center
Springfield - Edward P. Boland School,2810010.0,204.0,92.0,105.0,78.0,92.0,113.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0, 02810010,10.2,1.8,76.3,9.8,0.1,0.0,1.8,56.9,43.1,,,,,,,,,,,SCIENCE AND TECH/ENG,16.0,17.0,7.0,8.0,9.0,10.0,48.0,52.0,28.0,30.0,92.0,63.3,,,,,,,     924,33.0,0.0,3.6,0.0,0.0,0.0,,2810010.0,281.0,35.8,176.0,22.4,239.0,30.4,706.0,89.8,646.0,82.2,Springfield,Edward P. Boland School
